"Date","Depth..m.","Temp...degC.","Sal.","Cond...mS.cm.","EC25..µS.cm.","Density..kg.m3.","SigmaT","Chl.Flu...ppb.","Chl.a..µg.l.","Turb...FTU.","pH","DO....","Weiss.DO..mg.l.","Quant...µmol..m2.s..","Mark","G.G.DO..mg.l.","B.K.DO..mg.l.","X","Station"
"5/26/2022 5:34:44 AM",0.35,29.999,51.335,81.651,73561.1,1034.038,34.037,0.187,0.187,0.131,7.31,96.74,5.506,0,0,5.518,5.522,NA,33
"5/26/2022 5:34:44 AM",0.39,29.999,51.334,81.65,73559.7,1034.037,34.036,0.164,0.164,0.087,7.309,96.715,5.505,0,0,5.517,5.52,NA,33
"5/26/2022 5:34:44 AM",0.455,29.999,51.336,81.652,73561.8,1034.039,34.037,0.179,0.179,0.146,7.305,96.712,5.504,0,0,5.516,5.52,NA,33
"5/26/2022 5:34:44 AM",0.583,29.998,51.332,81.646,73557.5,1034.037,34.034,0.203,0.203,0.131,7.32,96.797,5.509,0,0,5.521,5.525,NA,33
"5/26/2022 5:34:44 AM",0.705,29.998,51.332,81.646,73558.2,1034.038,34.035,0.195,0.195,0.102,7.332,96.796,5.509,0,0,5.521,5.525,NA,33
"5/26/2022 5:34:45 AM",0.851,29.998,51.333,81.647,73559.2,1034.039,34.036,0.172,0.172,0.058,7.34,96.851,5.512,0,0,5.524,5.528,NA,33
"5/26/2022 5:34:45 AM",1.026,29.998,51.337,81.654,73564.5,1034.043,34.039,0.172,0.172,0.131,7.351,96.862,5.513,0,0,5.525,5.528,NA,33
"5/26/2022 5:34:45 AM",1.207,30,51.339,81.659,73566.5,1034.044,34.039,0.172,0.172,0.146,7.353,96.745,5.506,0,0,5.518,5.521,NA,33
"5/26/2022 5:34:45 AM",1.483,30.002,51.335,81.658,73561.7,1034.042,34.036,0.164,0.164,0.087,7.353,96.952,5.517,0,0,5.53,5.533,NA,33
"5/26/2022 5:34:45 AM",1.641,30.002,51.349,81.675,73578.2,1034.053,34.046,0.14,0.14,0.087,7.356,96.945,5.516,0,0,5.528,5.532,NA,33
"5/26/2022 5:34:46 AM",1.763,30.002,51.348,81.675,73577.7,1034.053,34.045,0.14,0.14,0.029,7.358,96.913,5.514,0,0,5.527,5.53,NA,33
"5/26/2022 5:34:46 AM",1.825,30.002,51.349,81.675,73578.9,1034.054,34.046,0.148,0.148,0.058,7.355,96.961,5.517,0,0,5.529,5.533,NA,33
"5/26/2022 5:34:46 AM",1.85,30.001,51.349,81.674,73579.1,1034.054,34.047,0.14,0.14,0.044,7.358,97.012,5.52,0,0,5.532,5.536,NA,33
"5/26/2022 5:34:46 AM",1.844,30,51.347,81.671,73576.7,1034.053,34.045,0.148,0.148,0.029,7.358,96.924,5.515,0,0,5.527,5.531,NA,33
"5/26/2022 5:34:46 AM",1.827,30,51.346,81.668,73574.7,1034.052,34.044,0.148,0.148,0.073,7.359,96.791,5.508,0,0,5.52,5.523,NA,33
"5/26/2022 5:34:47 AM",1.794,30.001,51.341,81.663,73569.4,1034.048,34.041,0.218,0.218,0.087,7.358,96.733,5.505,0,0,5.517,5.52,NA,33
"5/26/2022 5:34:47 AM",1.792,30,51.339,81.659,73566.1,1034.047,34.039,0.179,0.179,0.087,7.353,96.751,5.506,0,0,5.518,5.521,NA,33
"5/26/2022 5:34:47 AM",1.817,30,51.337,81.657,73564.3,1034.045,34.038,0.148,0.148,0.058,7.364,96.701,5.503,0,0,5.515,5.519,NA,33
"5/26/2022 5:34:47 AM",1.851,30.001,51.337,81.657,73563.5,1034.045,34.037,0.148,0.148,0.102,7.364,96.737,5.505,0,0,5.517,5.521,NA,33
"5/26/2022 5:34:47 AM",1.898,30.001,51.334,81.654,73560.3,1034.043,34.035,0.156,0.156,0.073,7.366,96.796,5.508,0,0,5.521,5.524,NA,33
"5/26/2022 5:34:48 AM",1.957,30.001,51.332,81.651,73557.8,1034.042,34.033,0.148,0.148,0.073,7.362,96.793,5.509,0,0,5.521,5.524,NA,33
"5/26/2022 5:34:48 AM",2.021,30,51.331,81.648,73557.1,1034.042,34.033,0.148,0.148,0.073,7.358,96.811,5.51,0,0,5.522,5.525,NA,33
"5/26/2022 5:34:48 AM",2.041,29.999,51.33,81.645,73555.9,1034.042,34.033,0.14,0.14,0.058,7.352,96.83,5.511,0,0,5.523,5.527,NA,33
"5/26/2022 5:34:48 AM",2.039,29.999,51.328,81.642,73552.9,1034.04,34.031,0.14,0.14,0.073,7.349,96.823,5.51,0,0,5.522,5.526,NA,33
"5/26/2022 5:34:48 AM",2.046,29.999,51.324,81.637,73548.5,1034.037,34.028,0.156,0.156,0.073,7.348,96.731,5.505,0,0,5.517,5.521,NA,33
"5/26/2022 5:34:49 AM",2.068,29.998,51.324,81.635,73548.3,1034.037,34.029,0.148,0.148,0.073,7.351,96.845,5.512,0,0,5.524,5.528,NA,33
"5/26/2022 5:34:49 AM",2.169,29.998,51.321,81.631,73545,1034.036,34.027,0.164,0.164,0.102,7.357,96.788,5.509,0,0,5.521,5.525,NA,33
"5/26/2022 5:34:49 AM",2.254,29.998,51.318,81.628,73541.5,1034.034,34.024,0.156,0.156,0.087,7.359,96.804,5.51,0,0,5.522,5.526,NA,33
"5/26/2022 5:34:49 AM",2.319,29.998,51.316,81.624,73538,1034.032,34.022,0.203,0.203,0.102,7.36,96.892,5.515,0,0,5.527,5.531,NA,33
"5/26/2022 5:34:49 AM",2.393,29.998,51.313,81.62,73535.1,1034.031,34.02,0.195,0.195,0.058,7.366,96.883,5.514,0,0,5.527,5.53,NA,33
"5/26/2022 5:34:50 AM",2.584,29.998,51.306,81.612,73526.8,1034.026,34.015,0.164,0.164,0.073,7.36,96.901,5.516,0,0,5.528,5.531,NA,33
"5/26/2022 5:34:50 AM",2.727,29.998,51.306,81.611,73526.1,1034.026,34.015,0.14,0.14,0.073,7.356,96.826,5.511,0,0,5.523,5.527,NA,33
"5/26/2022 5:34:50 AM",2.88,29.998,51.308,81.614,73529.3,1034.029,34.017,0.148,0.148,0.044,7.364,96.932,5.517,0,0,5.529,5.533,NA,33
"5/26/2022 5:34:50 AM",3.041,29.998,51.309,81.616,73530,1034.03,34.017,0.14,0.14,0.087,7.364,96.906,5.516,0,0,5.528,5.531,NA,33
"5/26/2022 5:34:50 AM",3.168,29.998,51.308,81.614,73529.7,1034.03,34.017,0.133,0.133,0.102,7.365,96.971,5.519,0,0,5.531,5.535,NA,33
"5/26/2022 5:34:51 AM",3.416,29.998,51.308,81.614,73529.1,1034.031,34.016,0.133,0.133,0.102,7.369,96.846,5.512,0,0,5.524,5.527,NA,33
"5/26/2022 5:34:51 AM",3.628,29.998,51.309,81.617,73531,1034.033,34.017,0.133,0.133,0.029,7.371,96.803,5.509,0,0,5.521,5.525,NA,33
"5/26/2022 5:34:51 AM",3.825,29.999,51.31,81.618,73531.9,1034.034,34.018,0.148,0.148,0.087,7.378,96.98,5.519,0,0,5.531,5.535,NA,33
"5/26/2022 5:34:51 AM",4.026,29.999,51.309,81.619,73531.1,1034.034,34.017,0.133,0.133,0.073,7.376,96.928,5.516,0,0,5.528,5.532,NA,33
"5/26/2022 5:34:51 AM",4.321,29.999,51.309,81.616,73530.3,1034.035,34.017,0.14,0.14,0.073,7.375,96.906,5.515,0,0,5.527,5.53,NA,33
"5/26/2022 5:34:52 AM",4.539,29.998,51.308,81.616,73530.3,1034.036,34.017,0.14,0.14,0.087,7.373,96.989,5.52,0,0,5.532,5.535,NA,33
"5/26/2022 5:34:52 AM",4.74,29.998,51.309,81.617,73531.3,1034.037,34.017,0.14,0.14,0.058,7.375,96.838,5.511,0,0,5.523,5.527,NA,33
"5/26/2022 5:34:52 AM",4.94,29.998,51.31,81.618,73533.1,1034.039,34.018,0.133,0.133,0.058,7.371,96.808,5.509,0,0,5.521,5.525,NA,33
"5/26/2022 5:34:52 AM",5.202,29.998,51.306,81.613,73527.9,1034.037,34.015,0.133,0.133,0.029,7.352,96.994,5.52,0,0,5.532,5.536,NA,33
"5/26/2022 5:34:52 AM",5.357,29.998,51.306,81.614,73528.2,1034.038,34.015,0.14,0.14,0.073,7.358,96.933,5.516,0,0,5.528,5.532,NA,33
"5/26/2022 5:34:53 AM",5.503,29.998,51.302,81.607,73522.8,1034.035,34.012,0.14,0.14,0.073,7.363,96.821,5.51,0,0,5.522,5.526,NA,33
"5/26/2022 5:34:53 AM",5.647,29.998,51.299,81.604,73519.7,1034.034,34.01,0.14,0.14,0.087,7.359,96.898,5.514,0,0,5.526,5.53,NA,33
"5/26/2022 5:34:53 AM",5.793,29.997,51.299,81.602,73519.2,1034.034,34.01,0.133,0.133,0.029,7.359,96.885,5.514,0,0,5.526,5.529,NA,33
"5/26/2022 5:34:53 AM",5.996,29.997,51.301,81.605,73521.9,1034.037,34.011,0.117,0.117,0.029,7.344,96.763,5.507,0,0,5.519,5.522,NA,33
"5/26/2022 5:34:53 AM",6.121,29.998,51.3,81.605,73521.2,1034.037,34.011,0.125,0.125,0.102,7.349,96.789,5.508,0,0,5.52,5.524,NA,33
"5/26/2022 5:34:54 AM",6.262,29.998,51.3,81.605,73520.8,1034.037,34.01,0.125,0.125,0.073,7.361,96.893,5.514,0,0,5.526,5.53,NA,33
"5/26/2022 5:34:54 AM",6.409,29.998,51.298,81.602,73518.3,1034.036,34.009,0.133,0.133,0.044,7.35,96.732,5.505,0,0,5.517,5.52,NA,33
"5/26/2022 5:34:54 AM",6.62,29.998,51.298,81.603,73518.8,1034.037,34.009,0.133,0.133,0.087,7.344,96.693,5.503,0,0,5.515,5.518,NA,33
"5/26/2022 5:34:54 AM",6.757,29.998,51.302,81.607,73523.2,1034.04,34.012,0.14,0.14,0.058,7.34,96.735,5.505,0,0,5.517,5.521,NA,33
"5/26/2022 5:34:55 AM",6.925,29.997,51.301,81.604,73521.9,1034.041,34.011,0.133,0.133,0.087,7.337,96.735,5.505,0,0,5.517,5.52,NA,33
"5/26/2022 5:34:55 AM",7.08,29.995,51.3,81.601,73521.8,1034.042,34.012,0.117,0.117,0.058,7.33,96.871,5.513,0,0,5.525,5.528,NA,33
"5/26/2022 5:34:55 AM",7.241,29.995,51.299,81.599,73520.2,1034.041,34.011,0.133,0.133,0.102,7.327,96.83,5.511,0,0,5.523,5.526,NA,33
"5/26/2022 5:34:55 AM",7.476,29.993,51.299,81.597,73520.5,1034.043,34.011,0.133,0.133,0.058,7.325,96.917,5.515,0,0,5.528,5.531,NA,33
"5/26/2022 5:34:55 AM",7.61,29.993,51.296,81.593,73516.8,1034.041,34.009,0.14,0.14,0.058,7.319,96.75,5.506,0,0,5.518,5.522,NA,33
"5/26/2022 5:34:56 AM",7.761,29.994,51.295,81.593,73516.2,1034.041,34.008,0.133,0.133,0.044,7.317,96.768,5.507,0,0,5.519,5.523,NA,33
"5/26/2022 5:34:56 AM",7.91,29.995,51.294,81.594,73515,1034.041,34.007,0.14,0.14,0.102,7.319,96.814,5.51,0,0,5.522,5.525,NA,33
"5/26/2022 5:34:56 AM",8.169,29.997,51.29,81.59,73509.2,1034.038,34.003,0.133,0.133,0.073,7.279,96.906,5.515,0,0,5.527,5.531,NA,33
"5/26/2022 5:34:56 AM",8.324,29.998,51.288,81.59,73507,1034.037,34.001,0.133,0.133,0.116,7.271,96.811,5.509,0,0,5.522,5.525,NA,33
"5/26/2022 5:34:56 AM",8.461,29.999,51.283,81.584,73500.8,1034.033,33.997,0.133,0.133,0.073,7.273,96.873,5.513,0,0,5.525,5.529,NA,33
"5/26/2022 5:34:57 AM",8.61,29.999,51.283,81.585,73500.9,1034.034,33.997,0.133,0.133,0.073,7.282,96.898,5.514,0,0,5.527,5.53,NA,33
"5/26/2022 5:34:57 AM",8.756,29.999,51.282,81.583,73499.5,1034.034,33.996,0.195,0.195,0.116,7.281,96.779,5.508,0,0,5.52,5.524,NA,33
"5/26/2022 5:34:57 AM",8.966,29.999,51.28,81.58,73496.7,1034.033,33.995,0.133,0.133,0.058,7.288,96.87,5.513,0,0,5.525,5.528,NA,33
"5/26/2022 5:34:57 AM",9.098,29.999,51.279,81.579,73496,1034.033,33.994,0.14,0.14,0.058,7.279,96.892,5.514,0,0,5.526,5.53,NA,33
"5/26/2022 5:34:57 AM",9.281,29.999,51.277,81.575,73493.1,1034.032,33.992,0.14,0.14,0.073,7.277,96.825,5.511,0,0,5.523,5.526,NA,33
"5/26/2022 5:34:58 AM",9.477,29.999,51.277,81.576,73494.1,1034.033,33.993,0.125,0.125,0.058,7.281,96.754,5.507,0,0,5.519,5.522,NA,33
"5/26/2022 5:34:58 AM",9.696,29.999,51.275,81.573,73491.3,1034.032,33.991,0.117,0.117,0.102,7.284,96.803,5.509,0,0,5.521,5.525,NA,33
"5/26/2022 5:34:58 AM",9.788,29.998,51.273,81.57,73488.9,1034.031,33.99,0.125,0.125,0.058,7.283,96.762,5.507,0,0,5.519,5.523,NA,33
"5/26/2022 5:34:58 AM",9.903,29.999,51.269,81.566,73484.4,1034.029,33.987,0.125,0.125,0.073,7.291,96.795,5.509,0,0,5.521,5.525,NA,33
"5/26/2022 5:34:58 AM",10.066,29.998,51.268,81.564,73483.2,1034.029,33.986,0.133,0.133,0.073,7.289,96.857,5.512,0,0,5.525,5.528,NA,33
"5/26/2022 5:34:59 AM",10.266,29.998,51.266,81.56,73480,1034.028,33.984,0.133,0.133,0.087,7.295,96.669,5.502,0,0,5.514,5.518,NA,33
"5/26/2022 5:34:59 AM",10.58,29.999,51.264,81.558,73477.7,1034.028,33.983,0.133,0.133,0.073,7.302,96.64,5.5,0,0,5.512,5.516,NA,33
"5/26/2022 5:34:59 AM",10.778,29.999,51.261,81.556,73474.4,1034.026,33.98,0.125,0.125,0.058,7.304,96.756,5.507,0,0,5.519,5.523,NA,33
"5/26/2022 5:34:59 AM",10.973,30,51.259,81.555,73472.6,1034.025,33.979,0.117,0.117,0.073,7.306,96.772,5.508,0,0,5.52,5.523,NA,33
"5/26/2022 5:34:59 AM",11.145,30,51.258,81.553,73470.5,1034.025,33.978,0.133,0.133,0.073,7.3,96.723,5.505,0,0,5.517,5.521,NA,33
"5/26/2022 5:35:00 AM",11.384,30,51.254,81.548,73466,1034.023,33.975,0.125,0.125,0.087,7.297,96.774,5.508,0,0,5.52,5.524,NA,33
"5/26/2022 5:35:00 AM",11.537,29.999,51.254,81.546,73466.4,1034.024,33.975,0.133,0.133,0.087,7.302,96.862,5.513,0,0,5.525,5.529,NA,33
"5/26/2022 5:35:00 AM",11.669,29.999,51.251,81.542,73463,1034.023,33.973,0.125,0.125,0.058,7.309,96.765,5.507,0,0,5.52,5.523,NA,33
"5/26/2022 5:35:00 AM",11.815,29.998,51.249,81.539,73460.5,1034.022,33.972,0.133,0.133,0.058,7.306,96.551,5.496,0,0,5.508,5.511,NA,33
"5/26/2022 5:35:00 AM",12.072,29.998,51.245,81.533,73455.6,1034.02,33.969,0.14,0.14,0.044,7.309,96.666,5.502,0,0,5.514,5.518,NA,33
"5/26/2022 5:35:01 AM",12.234,29.998,51.246,81.534,73456.8,1034.021,33.97,0.133,0.133,0.058,7.312,96.601,5.498,0,0,5.51,5.514,NA,33
"5/26/2022 5:35:01 AM",12.338,29.998,51.242,81.53,73452.4,1034.019,33.967,0.14,0.14,0.029,7.314,96.686,5.503,0,0,5.515,5.519,NA,33
"5/26/2022 5:35:01 AM",12.392,29.999,51.24,81.527,73449.7,1034.018,33.965,0.125,0.125,0.058,7.313,96.664,5.502,0,0,5.514,5.518,NA,33
