"Date","Depth..m.","Temp...degC.","Sal.","Cond...mS.cm.","EC25..µS.cm.","Density..kg.m3.","SigmaT","Chl.Flu...ppb.","Chl.a..µg.l.","Turb...FTU.","pH","DO....","Weiss.DO..mg.l.","Quant...µmol..m2.s..","Mark","G.G.DO..mg.l.","B.K.DO..mg.l.","X","Station"
"5/24/2022 5:51:16 AM",0.021,29.35,50.738,79.875,72899.4,1033.816,33.816,0.086,0.086,0.131,7.233,94.552,5.403,13.679,0,5.415,5.419,NA,12
"5/24/2022 5:51:16 AM",0,29.35,50.739,79.877,72900.6,1033.817,33.817,0.101,0.101,0.16,7.233,94.63,5.408,14.443,0,5.42,5.423,NA,12
"5/24/2022 5:51:16 AM",0,29.349,50.738,79.874,72899.5,1033.816,33.816,0.094,0.094,0.044,7.233,94.617,5.407,14.273,0,5.419,5.423,NA,12
"5/24/2022 5:51:17 AM",0.024,29.349,50.737,79.873,72897.5,1033.815,33.815,0.094,0.094,0.087,7.235,94.557,5.404,14.358,0,5.416,5.419,NA,12
"5/24/2022 5:51:17 AM",0.094,29.349,50.736,79.872,72897.4,1033.815,33.815,0.086,0.086,0.087,7.237,94.548,5.403,14.358,0,5.415,5.419,NA,12
"5/24/2022 5:51:17 AM",0.2,29.349,50.736,79.872,72896.9,1033.815,33.815,0.101,0.101,0.073,7.24,94.458,5.398,13.254,0,5.41,5.414,NA,12
"5/24/2022 5:51:17 AM",0.323,29.349,50.735,79.871,72895.4,1033.815,33.814,0.086,0.086,0.087,7.242,94.311,5.39,12.744,0,5.402,5.406,NA,12
"5/24/2022 5:51:17 AM",0.513,29.349,50.737,79.872,72898.5,1033.818,33.816,0.094,0.094,0.102,7.246,94.111,5.379,12.404,0,5.391,5.394,NA,12
"5/24/2022 5:51:18 AM",0.633,29.349,50.736,79.871,72896.8,1033.817,33.815,0.086,0.086,0.116,7.248,93.998,5.372,12.234,0,5.384,5.387,NA,12
"5/24/2022 5:51:18 AM",0.699,29.348,50.736,79.871,72897.2,1033.818,33.815,0.109,0.109,0.073,7.249,94.07,5.376,11.979,0,5.388,5.392,NA,12
"5/24/2022 5:51:18 AM",0.739,29.349,50.739,79.876,72901.2,1033.82,33.817,0.14,0.14,0.16,7.252,93.926,5.368,12.234,0,5.381,5.384,NA,12
"5/24/2022 5:51:18 AM",0.782,29.348,50.737,79.873,72899,1033.819,33.816,0.109,0.109,0.102,7.253,94.07,5.377,12.489,0,5.389,5.392,NA,12
"5/24/2022 5:51:18 AM",0.818,29.348,50.74,79.876,72902.1,1033.821,33.818,0.086,0.086,0.044,7.257,94.231,5.386,13.764,0,5.398,5.401,NA,12
"5/24/2022 5:51:19 AM",0.805,29.348,50.738,79.873,72900.3,1033.82,33.817,0.062,0.062,0.073,7.257,94.227,5.386,13.764,0,5.398,5.402,NA,12
"5/24/2022 5:51:19 AM",0.77,29.348,50.736,79.87,72897.5,1033.818,33.815,0.094,0.094,0.073,7.257,94.146,5.382,12.319,0,5.394,5.397,NA,12
"5/24/2022 5:51:19 AM",0.723,29.348,50.735,79.87,72896.4,1033.818,33.814,0.094,0.094,0.058,7.259,94.379,5.395,11.64,0,5.408,5.411,NA,12
"5/24/2022 5:51:19 AM",0.671,29.348,50.736,79.87,72897,1033.818,33.815,0.078,0.078,0.058,7.26,94.3,5.391,12.404,0,5.403,5.406,NA,12
"5/24/2022 5:51:19 AM",0.605,29.348,50.735,79.868,72895.9,1033.817,33.814,0.078,0.078,0.044,7.26,94.277,5.39,11.555,0,5.402,5.405,NA,12
"5/24/2022 5:51:20 AM",0.514,29.347,50.735,79.867,72896,1033.817,33.815,0.094,0.094,0.058,7.261,94.301,5.391,11.215,0,5.404,5.407,NA,12
"5/24/2022 5:51:20 AM",0.504,29.347,50.736,79.869,72897.4,1033.818,33.815,0.086,0.086,0.058,7.262,94.306,5.391,12.234,0,5.404,5.407,NA,12
