"Date","Depth..m.","Temp...degC.","Sal.","Cond...mS.cm.","EC25..µS.cm.","Density..kg.m3.","SigmaT","Chl.Flu...ppb.","Chl.a..µg.l.","Turb...FTU.","pH","DO....","Weiss.DO..mg.l.","Quant...µmol..m2.s..","Mark","G.G.DO..mg.l.","B.K.DO..mg.l.","X","Station"
"5/25/2022 2:27:41 PM",0,29.742,49.19,78.317,70918.5,1032.504,32.504,0.031,0.031,0.029,7.723,96.298,5.527,294.217,0,5.54,5.543,NA,22
"5/25/2022 2:27:42 PM",0,29.741,49.19,78.315,70918.1,1032.504,32.504,0.062,0.062,0.087,7.727,96.272,5.525,280.709,0,5.538,5.541,NA,22
"5/25/2022 2:27:42 PM",0,29.739,49.185,78.305,70912.2,1032.501,32.501,0.047,0.047,0.058,7.73,96.247,5.524,282.153,0,5.536,5.539,NA,22
"5/25/2022 2:27:42 PM",0,29.737,49.203,78.328,70935.3,1032.515,32.516,0.039,0.039,0.044,7.738,96.328,5.527,271.023,0,5.54,5.543,NA,22
"5/25/2022 2:27:42 PM",0,29.742,49.2,78.331,70930.7,1032.511,32.512,0.039,0.039,0.058,7.746,96.258,5.523,261.677,0,5.536,5.539,NA,22
"5/25/2022 2:27:42 PM",0,29.749,49.197,78.336,70925.7,1032.506,32.507,0.023,0.023,0.058,7.749,96.288,5.525,263.801,0,5.538,5.541,NA,22
"5/25/2022 2:27:43 PM",0,29.753,49.196,78.34,70924.2,1032.504,32.505,0.031,0.031,0.058,7.746,96.221,5.522,267.115,0,5.534,5.537,NA,22
"5/25/2022 2:27:43 PM",0,29.759,49.192,78.343,70918.1,1032.498,32.499,0.039,0.039,0.058,7.748,96.2,5.52,258.789,0,5.533,5.536,NA,22
"5/25/2022 2:27:43 PM",0,29.761,49.183,78.335,70907.3,1032.491,32.492,0.047,0.047,0.087,7.747,96.199,5.52,237.464,0,5.533,5.536,NA,22
"5/25/2022 2:27:43 PM",0,29.762,49.187,78.34,70911.8,1032.493,32.495,0.047,0.047,0.073,7.749,96.197,5.52,228.628,0,5.532,5.535,NA,22
"5/25/2022 2:27:43 PM",0,29.763,49.198,78.357,70925.3,1032.501,32.502,0.039,0.039,0.029,7.751,96.258,5.523,229.732,0,5.535,5.539,NA,22
"5/25/2022 2:27:44 PM",0,29.769,49.204,78.374,70932.3,1032.503,32.505,0.023,0.023,0.044,7.752,96.304,5.526,230.922,0,5.538,5.541,NA,22
"5/25/2022 2:27:44 PM",0,29.779,49.199,78.382,70925,1032.495,32.498,0.016,0.016,0.073,7.751,96.332,5.527,259.044,0,5.54,5.543,NA,22
"5/25/2022 2:27:44 PM",0,29.785,49.198,78.388,70922.6,1032.492,32.495,0.031,0.031,0.058,7.746,96.341,5.528,224.975,0,5.54,5.544,NA,22
"5/25/2022 2:27:44 PM",0,29.787,49.197,78.39,70921.7,1032.491,32.494,0.039,0.039,0.044,7.75,96.307,5.526,267.285,0,5.539,5.542,NA,22
"5/25/2022 2:27:45 PM",0,29.786,49.199,78.392,70923.7,1032.492,32.495,0.016,0.016,0,7.748,96.299,5.526,270.004,0,5.538,5.541,NA,22
"5/25/2022 2:27:45 PM",0,29.786,49.201,78.395,70926.3,1032.493,32.497,0.031,0.031,0.087,7.75,96.303,5.526,242.137,0,5.538,5.541,NA,22
"5/25/2022 2:27:45 PM",0,29.783,49.204,78.394,70930.2,1032.497,32.5,0.047,0.047,0.073,7.745,96.287,5.525,273.657,0,5.538,5.541,NA,22
"5/25/2022 2:27:45 PM",0,29.781,49.205,78.394,70932.4,1032.498,32.502,0.023,0.023,0.029,7.749,96.187,5.519,304.243,0,5.531,5.534,NA,22
"5/25/2022 2:27:45 PM",0,29.78,49.202,78.386,70927.8,1032.496,32.499,0.031,0.031,0,7.755,96.29,5.525,332.704,0,5.537,5.54,NA,22
"5/25/2022 2:27:46 PM",0,29.778,49.206,78.389,70933.7,1032.5,32.504,0.023,0.023,0.073,7.758,96.28,5.524,323.274,0,5.536,5.539,NA,22
"5/25/2022 2:27:46 PM",0,29.778,49.211,78.397,70939.8,1032.504,32.507,0.031,0.031,0.058,7.762,96.346,5.527,328.541,0,5.54,5.543,NA,22
"5/25/2022 2:27:46 PM",0,29.78,49.214,78.404,70942.9,1032.505,32.508,0.047,0.047,0.073,7.759,96.289,5.524,326.332,0,5.536,5.539,NA,22
"5/25/2022 2:27:46 PM",0,29.785,49.213,78.409,70941.6,1032.503,32.506,0.031,0.031,0.044,7.754,96.226,5.52,395.915,0,5.533,5.536,NA,22
"5/25/2022 2:27:46 PM",0,29.788,49.212,78.413,70940,1032.501,32.504,0.031,0.031,0.058,7.757,96.282,5.524,428.709,0,5.536,5.54,NA,22
"5/25/2022 2:27:47 PM",0,29.789,49.207,78.408,70933.7,1032.496,32.5,0.031,0.031,0.015,7.767,96.3,5.526,315.542,0,5.538,5.541,NA,22
"5/25/2022 2:27:47 PM",0,29.791,49.206,78.409,70932.4,1032.495,32.499,0.023,0.023,0.029,7.761,96.287,5.526,361.591,0,5.538,5.541,NA,22
"5/25/2022 2:27:47 PM",0,29.786,49.202,78.395,70927.1,1032.493,32.497,0,0,0,7.765,96.239,5.523,346.213,0,5.535,5.538,NA,22
"5/25/2022 2:27:47 PM",0,29.785,49.206,78.399,70932.5,1032.496,32.501,0.07,0.07,0.146,7.767,96.281,5.525,371.616,0,5.537,5.541,NA,22
"5/25/2022 2:27:47 PM",0,29.78,49.212,78.401,70941.1,1032.503,32.507,0.039,0.039,0.044,7.767,96.332,5.528,387.334,0,5.54,5.543,NA,22
"5/25/2022 2:27:48 PM",0,29.776,49.213,78.396,70942.1,1032.505,32.509,0.031,0.031,0,7.768,96.142,5.517,382.406,0,5.53,5.533,NA,22
"5/25/2022 2:27:48 PM",0,29.776,49.215,78.398,70944.5,1032.507,32.511,0.047,0.047,0.029,7.774,96.262,5.525,343.834,0,5.538,5.541,NA,22
"5/25/2022 2:27:48 PM",0,29.775,49.215,78.399,70945.7,1032.508,32.511,0.055,0.055,0.073,7.774,96.231,5.524,318.601,0,5.536,5.54,NA,22
"5/25/2022 2:27:48 PM",0,29.775,49.214,78.396,70943.6,1032.507,32.51,0.094,0.094,0.131,7.778,96.196,5.522,319.875,0,5.535,5.538,NA,22
