"Date","Depth..m.","Temp...degC.","Sal.","Cond...mS.cm.","EC25..µS.cm.","Density..kg.m3.","SigmaT","Chl.Flu...ppb.","Chl.a..µg.l.","Turb...FTU.","pH","DO....","Weiss.DO..mg.l.","Quant...µmol..m2.s..","Mark","G.G.DO..mg.l.","B.K.DO..mg.l.","Station"
"5/25/2022 11:46:14 AM",1.585,29.441,48.518,76.961,70111.4,1032.109,32.102,0.039,0.039,0.131,7.57,95.753,5.54,733.122,0,5.553,5.556,21
"5/25/2022 11:46:15 AM",1.611,29.44,48.524,76.969,70119.5,1032.114,32.107,0.086,0.086,0.175,7.572,95.765,5.539,688.178,0,5.552,5.555,21
"5/25/2022 11:46:15 AM",1.645,29.438,48.525,76.967,70121.1,1032.116,32.109,0.047,0.047,0.102,7.573,95.728,5.538,642.384,0,5.551,5.554,21
"5/25/2022 11:46:15 AM",1.705,29.432,48.539,76.978,70139.9,1032.129,32.122,0.031,0.031,0.073,7.575,95.687,5.535,592.258,0,5.548,5.551,21
"5/25/2022 11:46:15 AM",1.726,29.433,48.537,76.977,70137.1,1032.127,32.12,0.039,0.039,0.029,7.579,95.835,5.544,616.216,0,5.557,5.56,21
"5/25/2022 11:46:15 AM",1.679,29.435,48.53,76.971,70128,1032.121,32.113,0.008,0.008,0,7.581,95.796,5.542,662.86,0,5.555,5.558,21
"5/25/2022 11:46:16 AM",1.611,29.435,48.535,76.977,70133.4,1032.123,32.117,0.016,0.016,0.058,7.58,95.765,5.541,633.039,0,5.554,5.557,21
"5/25/2022 11:46:16 AM",1.497,29.435,48.546,76.992,70147.1,1032.131,32.125,0,0,0,7.581,95.688,5.535,712.731,0,5.548,5.551,21
"5/25/2022 11:46:16 AM",1.427,29.437,48.546,76.995,70147.6,1032.131,32.125,0.062,0.062,0.16,7.582,95.87,5.546,768.975,0,5.559,5.562,21
"5/25/2022 11:46:16 AM",1.364,29.438,48.551,77.003,70154.1,1032.134,32.129,0.078,0.078,0.131,7.582,95.72,5.537,653.344,0,5.55,5.553,21
"5/25/2022 11:46:16 AM",1.316,29.437,48.556,77.008,70159.7,1032.138,32.132,0.023,0.023,0.015,7.587,95.799,5.542,602.963,0,5.554,5.557,21
"5/25/2022 11:46:17 AM",1.295,29.436,48.56,77.013,70165.7,1032.142,32.136,0.023,0.023,0.015,7.59,95.795,5.541,633.378,0,5.554,5.557,21
"5/25/2022 11:46:17 AM",1.283,29.436,48.565,77.019,70171,1032.145,32.139,0.031,0.031,0,7.595,95.824,5.542,652.579,0,5.555,5.558,21
"5/25/2022 11:46:17 AM",1.274,29.436,48.567,77.023,70174.3,1032.147,32.141,0.031,0.031,0.058,7.598,95.772,5.54,620.379,0,5.552,5.555,21
"5/25/2022 11:46:17 AM",1.274,29.437,48.572,77.03,70179.7,1032.15,32.144,0.047,0.047,0.073,7.598,95.704,5.536,557.594,0,5.548,5.551,21
"5/25/2022 11:46:17 AM",1.312,29.438,48.577,77.039,70185.9,1032.153,32.148,0.039,0.039,0.058,7.613,95.702,5.535,562.352,0,5.548,5.551,21
"5/25/2022 11:46:18 AM",1.359,29.439,48.58,77.044,70189.9,1032.156,32.15,0.008,0.008,0.058,7.616,95.689,5.534,581.553,0,5.547,5.55,21
"5/25/2022 11:46:18 AM",1.422,29.438,48.586,77.052,70198.1,1032.161,32.155,0.031,0.031,0.044,7.616,95.785,5.54,578.579,0,5.553,5.556,21
"5/25/2022 11:46:18 AM",1.526,29.438,48.59,77.057,70203,1032.164,32.158,0.047,0.047,0.015,7.611,95.776,5.54,547.229,0,5.553,5.556,21
"5/25/2022 11:46:18 AM",1.589,29.437,48.591,77.057,70204.3,1032.166,32.159,0.055,0.055,0.087,7.611,95.8,5.541,501.18,0,5.554,5.557,21
"5/25/2022 11:46:19 AM",1.625,29.438,48.589,77.056,70200.7,1032.163,32.156,0.008,0.008,0,7.607,95.78,5.541,505.853,0,5.554,5.557,21
"5/25/2022 11:46:19 AM",1.643,29.44,48.586,77.054,70197,1032.161,32.154,0.023,0.023,0.044,7.6,95.748,5.54,608.145,0,5.553,5.556,21
"5/25/2022 11:46:19 AM",1.646,29.438,48.591,77.058,70204.1,1032.166,32.159,0.094,0.094,0.189,7.612,95.627,5.532,679.427,0,5.545,5.548,21
"5/25/2022 11:46:19 AM",1.618,29.436,48.597,77.065,70212.3,1032.171,32.164,0.062,0.062,0.116,7.613,95.732,5.538,538.223,0,5.551,5.554,21
"5/25/2022 11:46:19 AM",1.547,29.434,48.603,77.07,70219.7,1032.175,32.169,0.031,0.031,0.029,7.618,95.757,5.539,548.673,0,5.552,5.555,21
"5/25/2022 11:46:20 AM",1.486,29.434,48.607,77.075,70224,1032.178,32.172,0.008,0.008,0.015,7.618,95.753,5.539,548.673,0,5.552,5.555,21
"5/25/2022 11:46:20 AM",1.415,29.434,48.611,77.081,70229.5,1032.181,32.175,0,0,0,7.62,95.719,5.537,594.297,0,5.549,5.553,21
"5/25/2022 11:46:20 AM",1.314,29.436,48.618,77.092,70238,1032.185,32.18,0.023,0.023,0.029,7.623,95.802,5.541,611.374,0,5.554,5.557,21
"5/25/2022 11:46:20 AM",1.244,29.436,48.618,77.093,70237.8,1032.185,32.179,0.008,0.008,0,7.619,95.752,5.538,640.175,0,5.551,5.554,21
"5/25/2022 11:46:20 AM",1.189,29.438,48.621,77.1,70241.2,1032.186,32.181,0,0,0,7.621,95.712,5.536,676.538,0,5.549,5.552,21
"5/25/2022 11:46:21 AM",1.135,29.437,48.63,77.11,70252.5,1032.193,32.188,0.055,0.055,0.087,7.624,95.772,5.539,664.134,0,5.552,5.555,21
"5/25/2022 11:46:21 AM",1.102,29.436,48.635,77.116,70259.8,1032.198,32.193,0.07,0.07,0.102,7.629,95.725,5.537,699.987,0,5.55,5.553,21
"5/25/2022 11:46:21 AM",1.112,29.436,48.639,77.122,70264.5,1032.2,32.196,0.031,0.031,0.015,7.625,95.732,5.537,636.692,0,5.55,5.553,21
"5/25/2022 11:46:21 AM",1.109,29.438,48.642,77.128,70268.2,1032.202,32.197,0.047,0.047,0.044,7.629,95.742,5.537,620.04,0,5.55,5.553,21
"5/25/2022 11:46:21 AM",1.131,29.436,48.645,77.131,70272.2,1032.205,32.2,0.055,0.055,0.058,7.632,95.745,5.537,632.699,0,5.549,5.552,21
"5/25/2022 11:46:22 AM",1.142,29.436,48.65,77.136,70278.1,1032.209,32.204,0.039,0.039,0.029,7.628,95.663,5.533,649.521,0,5.546,5.549,21
"5/25/2022 11:46:22 AM",1.119,29.436,48.65,77.138,70278.5,1032.209,32.204,0.016,0.016,0,7.63,95.758,5.538,594.891,0,5.551,5.554,21
"5/25/2022 11:46:22 AM",1.114,29.438,48.654,77.144,70282.6,1032.211,32.206,0,0,0,7.635,95.854,5.544,602.623,0,5.557,5.56,21
"5/25/2022 11:46:22 AM",1.163,29.438,48.658,77.151,70288.4,1032.214,32.21,0.031,0.031,0.015,7.629,95.691,5.534,650.625,0,5.547,5.55,21
"5/25/2022 11:46:23 AM",1.194,29.438,48.663,77.157,70294.2,1032.218,32.213,0.086,0.086,0.146,7.627,95.762,5.539,633.208,0,5.551,5.554,21
"5/25/2022 11:46:23 AM",1.187,29.438,48.659,77.153,70289.5,1032.215,32.21,0.062,0.062,0.102,7.63,95.744,5.539,609.42,0,5.552,5.555,21
"5/25/2022 11:46:23 AM",1.119,29.44,48.663,77.16,70293.4,1032.217,32.212,0.039,0.039,0.146,7.631,95.923,5.549,531.766,0,5.562,5.565,21
"5/25/2022 11:46:23 AM",1.041,29.441,48.669,77.17,70301.7,1032.221,32.217,0.055,0.055,0.058,7.631,95.797,5.542,539.922,0,5.555,5.558,21
"5/25/2022 11:46:23 AM",0.982,29.44,48.672,77.173,70305.6,1032.223,32.219,0.039,0.039,0.073,7.638,95.81,5.542,527.943,0,5.555,5.558,21
"5/25/2022 11:46:24 AM",0.882,29.44,48.675,77.177,70309.2,1032.225,32.221,0.023,0.023,0,7.639,95.835,5.543,559.548,0,5.556,5.559,21
"5/25/2022 11:46:24 AM",0.799,29.44,48.68,77.183,70315,1032.229,32.225,0,0,0.015,7.641,95.867,5.545,665.153,0,5.558,5.561,21
"5/25/2022 11:46:24 AM",0.694,29.439,48.679,77.181,70313.7,1032.227,32.224,0,0,0,7.64,95.882,5.546,909.669,0,5.559,5.562,21
"5/25/2022 11:46:24 AM",0.587,29.437,48.679,77.179,70314.5,1032.228,32.225,0,0,0,7.635,95.746,5.538,893.357,0,5.551,5.554,21
"5/25/2022 11:46:24 AM",0.435,29.436,48.681,77.179,70316.8,1032.229,32.227,0,0,0.015,7.632,95.748,5.539,694.635,0,5.552,5.555,21
"5/25/2022 11:46:25 AM",0.348,29.437,48.681,77.18,70316.4,1032.228,32.227,0.023,0.023,0,7.638,95.787,5.542,851.386,0,5.555,5.558,21
"5/25/2022 11:46:25 AM",0.263,29.436,48.683,77.182,70319,1032.23,32.229,0,0,0,7.635,95.821,5.543,732.527,0,5.556,5.559,21
"5/25/2022 11:46:25 AM",0.145,29.438,48.678,77.177,70312.9,1032.225,32.225,0,0,0,7.643,95.722,5.538,876.704,0,5.551,5.554,21
"5/25/2022 11:46:25 AM",0.063,29.438,48.679,77.179,70313.5,1032.225,32.225,0.039,0.039,0.044,7.637,95.922,5.549,664.219,0,5.562,5.565,21
"5/25/2022 11:46:25 AM",0,29.439,48.681,77.183,70315.6,1032.226,32.226,0,0,0,7.637,95.763,5.54,636.012,0,5.553,5.556,21
"5/25/2022 11:46:26 AM",0,29.44,48.684,77.187,70319.2,1032.227,32.228,0,0,0,7.632,95.846,5.545,705.425,0,5.558,5.561,21
"5/25/2022 11:46:26 AM",0,29.439,48.689,77.194,70325.8,1032.231,32.232,0,0,0,7.632,95.801,5.542,737.794,0,5.555,5.558,21
"5/25/2022 11:46:26 AM",0,29.439,48.693,77.199,70330.8,1032.234,32.235,0,0,0,7.632,95.775,5.541,694.04,0,5.553,5.556,21
"5/25/2022 11:46:26 AM",0,29.439,48.695,77.203,70333.3,1032.236,32.236,0,0,0,7.634,95.856,5.545,634.993,0,5.558,5.561,21
"5/25/2022 11:46:27 AM",0.03,29.44,48.699,77.209,70338.4,1032.24,32.239,0,0,0,7.621,95.791,5.542,517.748,0,5.555,5.558,21
"5/25/2022 11:46:27 AM",0.141,29.442,48.696,77.209,70334.7,1032.237,32.236,0.016,0.016,0.058,7.621,95.878,5.547,430.833,0,5.56,5.563,21
"5/25/2022 11:46:27 AM",0.263,29.442,48.703,77.218,70342.9,1032.242,32.241,0.008,0.008,0,7.623,95.895,5.549,421.658,0,5.561,5.565,21
"5/25/2022 11:46:27 AM",0.454,29.44,48.708,77.222,70350.3,1032.248,32.246,0.062,0.062,0.16,7.631,95.817,5.544,327.692,0,5.557,5.56,21
"5/25/2022 11:46:27 AM",0.574,29.44,48.71,77.225,70353.3,1032.251,32.248,0.491,0.491,1.063,7.632,95.781,5.543,382.661,0,5.555,5.559,21
"5/25/2022 11:46:28 AM",0.686,29.437,48.715,77.227,70359.1,1032.255,32.252,0.616,0.616,1.617,7.619,95.72,5.539,498.801,0,5.552,5.555,21
"5/25/2022 11:46:28 AM",0.839,29.435,48.724,77.237,70371.5,1032.264,32.261,0.164,0.164,0.699,7.611,95.744,5.54,608.06,0,5.553,5.556,21
"5/25/2022 11:46:28 AM",0.961,29.434,48.73,77.243,70378,1032.269,32.265,0.086,0.086,0.495,7.609,95.94,5.552,536.269,0,5.565,5.568,21
"5/25/2022 11:46:28 AM",1.095,29.434,48.733,77.248,70381.8,1032.271,32.267,0.031,0.031,0.291,7.608,95.868,5.548,428.794,0,5.561,5.564,21
"5/25/2022 11:46:28 AM",1.234,29.434,48.748,77.269,70400.7,1032.283,32.278,0,0,0,7.588,95.831,5.544,338.142,0,5.557,5.561,21
"5/25/2022 11:46:29 AM",1.444,29.438,48.756,77.285,70410.5,1032.289,32.283,0,0,0,7.584,95.861,5.546,204.159,0,5.559,5.562,21
"5/25/2022 11:46:29 AM",1.582,29.439,48.761,77.294,70416.7,1032.293,32.286,0,0,0,7.578,95.881,5.547,122.852,0,5.56,5.563,21
"5/25/2022 11:46:29 AM",1.718,29.439,48.766,77.301,70423.9,1032.298,32.291,0,0,0,7.575,95.816,5.544,77.484,0,5.557,5.56,21
"5/25/2022 11:46:29 AM",1.841,29.44,48.769,77.306,70427.2,1032.3,32.292,0.694,0.694,1.661,7.574,95.87,5.547,88.104,0,5.56,5.563,21
"5/25/2022 11:46:29 AM",2.029,29.437,48.779,77.317,70440.7,1032.31,32.301,0.608,0.608,1.428,7.573,95.893,5.549,385.21,0,5.562,5.565,21
"5/25/2022 11:46:30 AM",2.151,29.435,48.784,77.32,70446.4,1032.314,32.305,0.133,0.133,0.32,7.575,95.992,5.554,329.985,0,5.567,5.57,21
"5/25/2022 11:46:30 AM",2.269,29.433,48.788,77.323,70452.5,1032.319,32.309,0,0,0,7.583,95.913,5.548,280.624,0,5.561,5.564,21
"5/25/2022 11:46:30 AM",2.447,29.433,48.794,77.331,70459.6,1032.324,32.314,0,0,0,7.591,95.852,5.545,273.232,0,5.558,5.561,21
"5/25/2022 11:46:30 AM",2.574,29.433,48.799,77.338,70465.8,1032.328,32.317,0.148,0.148,0.277,7.594,95.823,5.544,280.963,0,5.557,5.56,21
"5/25/2022 11:46:31 AM",2.701,29.433,48.802,77.342,70470.2,1032.332,32.32,0.008,0.008,0,7.594,95.848,5.545,237.549,0,5.558,5.561,21
"5/25/2022 11:46:31 AM",2.833,29.434,48.805,77.349,70474.2,1032.334,32.322,0,0,0,7.596,95.822,5.543,139.165,0,5.556,5.559,21
"5/25/2022 11:46:31 AM",3.038,29.436,48.812,77.361,70481.8,1032.339,32.326,0.437,0.437,1.005,7.591,95.945,5.551,149.02,0,5.564,5.567,21
"5/25/2022 11:46:31 AM",3.156,29.436,48.816,77.366,70486.9,1032.342,32.329,0.156,0.156,0.349,7.587,95.864,5.546,136.956,0,5.559,5.562,21
"5/25/2022 11:46:31 AM",3.296,29.436,48.818,77.37,70490.5,1032.345,32.331,0.055,0.055,0.087,7.583,95.752,5.54,130.074,0,5.553,5.556,21
"5/25/2022 11:46:32 AM",3.43,29.436,48.819,77.371,70491.7,1032.346,32.332,0.211,0.211,0.495,7.579,95.929,5.55,161.424,0,5.563,5.566,21
"5/25/2022 11:46:32 AM",3.621,29.434,48.824,77.376,70498.1,1032.352,32.336,0.289,0.289,0.67,7.575,95.922,5.55,220.642,0,5.563,5.566,21
"5/25/2022 11:46:32 AM",3.758,29.434,48.826,77.379,70501,1032.354,32.338,0.14,0.14,0.233,7.572,95.998,5.554,412.142,0,5.567,5.57,21
"5/25/2022 11:46:32 AM",3.899,29.434,48.831,77.385,70507.2,1032.358,32.342,0,0,0,7.573,95.986,5.553,299.145,0,5.566,5.569,21
"5/25/2022 11:46:32 AM",4.117,29.434,48.835,77.391,70512.3,1032.362,32.345,0,0,0,7.569,95.845,5.545,154.118,0,5.558,5.561,21
"5/25/2022 11:46:33 AM",4.256,29.434,48.843,77.402,70522.5,1032.369,32.351,0.023,0.023,0.102,7.571,95.856,5.545,149.445,0,5.558,5.561,21
"5/25/2022 11:46:33 AM",4.357,29.434,48.849,77.41,70529.5,1032.373,32.355,0.468,0.468,1.107,7.574,95.827,5.544,236.784,0,5.557,5.56,21
"5/25/2022 11:46:33 AM",4.319,29.434,48.853,77.416,70534.9,1032.377,32.358,0.164,0.164,0.291,7.57,95.873,5.547,499.226,0,5.56,5.563,21
"5/25/2022 11:46:33 AM",4.265,29.435,48.855,77.421,70537.4,1032.378,32.359,0.047,0.047,0.102,7.573,95.886,5.548,467.281,0,5.561,5.564,21
"5/25/2022 11:46:33 AM",4.214,29.436,48.857,77.424,70540.1,1032.379,32.361,0.016,0.016,0.015,7.575,95.952,5.551,618.255,0,5.564,5.568,21
"5/25/2022 11:46:34 AM",4.171,29.437,48.859,77.426,70541.3,1032.379,32.361,0.055,0.055,0.073,7.579,96.03,5.556,722.077,0,5.569,5.572,21
"5/25/2022 11:46:34 AM",4.183,29.435,48.864,77.431,70548.2,1032.384,32.366,0.047,0.047,0.029,7.59,95.859,5.546,519.277,0,5.559,5.562,21
"5/25/2022 11:46:34 AM",4.258,29.434,48.865,77.432,70549.3,1032.385,32.367,0.031,0.031,0.015,7.591,95.929,5.549,590.219,0,5.562,5.565,21
"5/25/2022 11:46:34 AM",4.437,29.428,48.87,77.43,70557.2,1032.392,32.373,0.047,0.047,0.087,7.592,95.919,5.549,418.004,0,5.562,5.565,21
"5/25/2022 11:46:35 AM",4.576,29.427,48.876,77.437,70564.3,1032.397,32.378,0.023,0.023,0,7.593,95.878,5.546,357.003,0,5.559,5.562,21
"5/25/2022 11:46:35 AM",4.731,29.427,48.882,77.446,70572.3,1032.403,32.383,0,0,0,7.592,95.878,5.547,371.276,0,5.559,5.563,21
"5/25/2022 11:46:35 AM",4.954,29.431,48.886,77.457,70576.3,1032.405,32.384,0.055,0.055,0.116,7.592,95.837,5.544,323.104,0,5.557,5.56,21
"5/25/2022 11:46:35 AM",5.093,29.429,48.89,77.461,70582.6,1032.41,32.388,0.039,0.039,0.029,7.59,95.764,5.54,356.493,0,5.553,5.556,21
"5/25/2022 11:46:35 AM",5.234,29.431,48.894,77.468,70587.2,1032.413,32.39,0,0,0,7.586,95.899,5.547,218.348,0,5.56,5.563,21
"5/25/2022 11:46:36 AM",5.38,29.432,48.896,77.472,70589.4,1032.414,32.391,0,0,0,7.585,95.858,5.546,145.537,0,5.559,5.562,21
"5/25/2022 11:46:36 AM",5.598,29.431,48.897,77.472,70590.8,1032.416,32.392,0,0,0,7.583,95.78,5.541,87.509,0,5.554,5.557,21
"5/25/2022 11:46:36 AM",5.728,29.428,48.903,77.476,70598.6,1032.422,32.398,0,0,0,7.58,95.906,5.548,49.532,0,5.561,5.564,21
"5/25/2022 11:46:36 AM",5.857,29.426,48.905,77.476,70601.1,1032.425,32.4,0,0,0,7.578,95.875,5.547,32.455,0,5.56,5.563,21
"5/25/2022 11:46:36 AM",5.991,29.427,48.908,77.483,70605.9,1032.428,32.402,0,0,0,7.577,95.842,5.546,24.214,0,5.559,5.562,21
"5/25/2022 11:46:37 AM",6.217,29.429,48.902,77.478,70598.1,1032.424,32.397,0,0,0,7.57,95.788,5.542,20.56,0,5.555,5.558,21
"5/25/2022 11:46:37 AM",6.379,29.426,48.908,77.48,70605.5,1032.43,32.403,0.023,0.023,0,7.567,95.977,5.553,20.136,0,5.566,5.569,21
"5/25/2022 11:46:37 AM",6.547,29.424,48.907,77.477,70605.1,1032.431,32.403,0.499,0.499,0,7.567,95.916,5.549,20.645,0,5.562,5.565,21
"5/25/2022 11:46:37 AM",6.714,29.418,48.915,77.479,70616,1032.44,32.411,0.577,0.577,0.51,7.572,95.909,5.549,20.73,0,5.562,5.565,21
"5/25/2022 11:46:37 AM",6.974,29.413,48.926,77.487,70630.5,1032.451,32.421,0.484,0.484,1.442,7.575,95.893,5.547,23.194,0,5.56,5.563,21
"5/25/2022 11:46:38 AM",7.122,29.412,48.928,77.488,70632.4,1032.453,32.422,1.966,1.966,4.683,7.577,95.862,5.545,41.376,0,5.558,5.561,21
"5/25/2022 11:46:38 AM",7.247,29.409,48.933,77.491,70639.5,1032.458,32.428,1.381,1.381,3.251,7.576,95.888,5.547,140.609,0,5.56,5.563,21
"5/25/2022 11:46:38 AM",7.36,29.407,48.938,77.496,70646.3,1032.463,32.432,0.343,0.343,0.772,7.574,95.756,5.54,402.032,0,5.553,5.556,21
"5/25/2022 11:46:38 AM",7.4,29.407,48.939,77.497,70647,1032.464,32.432,0.125,0.125,0.233,7.58,95.86,5.546,605.087,0,5.559,5.562,21
"5/25/2022 11:46:39 AM",7.416,29.408,48.94,77.5,70648.8,1032.465,32.433,0.047,0.047,0.087,7.585,95.835,5.545,699.902,0,5.558,5.561,21
"5/25/2022 11:46:39 AM",7.393,29.409,48.939,77.5,70647.5,1032.464,32.432,0.078,0.078,0.146,7.589,95.854,5.546,492.09,0,5.559,5.562,21
"5/25/2022 11:46:39 AM",7.318,29.409,48.943,77.506,70652.6,1032.467,32.435,0.047,0.047,0.058,7.592,95.946,5.552,321.15,0,5.564,5.568,21
"5/25/2022 11:46:39 AM",7.304,29.408,48.948,77.511,70658.8,1032.47,32.439,0.031,0.031,0.044,7.593,95.95,5.551,336.527,0,5.564,5.567,21
"5/25/2022 11:46:39 AM",7.336,29.407,48.949,77.511,70659.8,1032.471,32.44,0.039,0.039,0,7.592,95.896,5.548,411.887,0,5.561,5.564,21
"5/25/2022 11:46:40 AM",7.41,29.407,48.952,77.514,70663.4,1032.474,32.442,0.023,0.023,0.058,7.594,95.864,5.546,493.789,0,5.559,5.562,21
"5/25/2022 11:46:40 AM",7.579,29.406,48.954,77.516,70666.3,1032.477,32.444,0.031,0.031,0,7.597,96.003,5.554,481.979,0,5.567,5.57,21
"5/25/2022 11:46:40 AM",7.723,29.405,48.957,77.519,70669.9,1032.48,32.447,0.023,0.023,0.044,7.595,95.979,5.553,350.546,0,5.566,5.569,21
"5/25/2022 11:46:40 AM",7.885,29.406,48.961,77.525,70675.2,1032.483,32.45,0.016,0.016,0.029,7.591,95.875,5.547,361.761,0,5.559,5.563,21
"5/25/2022 11:46:40 AM",8.131,29.405,48.966,77.531,70681.3,1032.488,32.454,0.016,0.016,0,7.588,95.782,5.542,302.968,0,5.555,5.558,21
"5/25/2022 11:46:41 AM",8.294,29.404,48.967,77.532,70683.9,1032.491,32.455,0.008,0.008,0,7.584,95.87,5.547,311.379,0,5.56,5.563,21
"5/25/2022 11:46:41 AM",8.449,29.404,48.969,77.535,70686.1,1032.493,32.457,0,0,0,7.582,95.843,5.546,270.089,0,5.558,5.562,21
"5/25/2022 11:46:41 AM",8.677,29.403,48.974,77.54,70692.4,1032.498,32.461,0.062,0.062,0.16,7.576,95.895,5.548,391.497,0,5.561,5.564,21
"5/25/2022 11:46:41 AM",8.821,29.403,48.978,77.545,70697.3,1032.501,32.464,0.101,0.101,0.189,7.57,95.956,5.552,351.65,0,5.565,5.568,21
"5/25/2022 11:46:41 AM",8.983,29.402,48.979,77.546,70699.2,1032.503,32.465,0.062,0.062,0.073,7.565,95.909,5.549,325.143,0,5.562,5.565,21
"5/25/2022 11:46:42 AM",9.145,29.402,48.982,77.55,70702.9,1032.506,32.467,0.023,0.023,0,7.562,95.982,5.554,269.834,0,5.566,5.57,21
"5/25/2022 11:46:42 AM",9.38,29.401,48.985,77.553,70706.6,1032.509,32.47,0,0,0,7.562,95.912,5.55,252.842,0,5.563,5.566,21
"5/25/2022 11:46:42 AM",9.538,29.4,48.99,77.559,70713,1032.514,32.474,0,0,0,7.567,95.978,5.554,168.731,0,5.567,5.57,21
"5/25/2022 11:46:42 AM",9.695,29.402,48.99,77.561,70713.3,1032.515,32.473,0,0,0,7.571,96.012,5.556,116.056,0,5.569,5.572,21
"5/25/2022 11:46:42 AM",9.827,29.403,48.991,77.564,70714.9,1032.516,32.474,0.187,0.187,0.349,7.571,95.86,5.547,157.261,0,5.56,5.563,21
"5/25/2022 11:46:43 AM",9.877,29.402,48.995,77.568,70720,1032.519,32.477,0.187,0.187,0.364,7.564,95.905,5.55,403.221,0,5.563,5.566,21
"5/25/2022 11:46:43 AM",9.783,29.402,48.997,77.571,70721.6,1032.52,32.478,0.094,0.094,0.131,7.568,95.932,5.552,407.809,0,5.565,5.568,21
"5/25/2022 11:46:43 AM",9.66,29.403,48.998,77.573,70723.4,1032.52,32.479,0.062,0.062,0.073,7.572,95.901,5.55,365.499,0,5.563,5.566,21
"5/25/2022 11:46:43 AM",9.5,29.403,49.003,77.581,70729.1,1032.523,32.482,0.055,0.055,0.058,7.573,95.893,5.549,399.313,0,5.562,5.565,21
"5/25/2022 11:46:44 AM",9.202,29.404,49.002,77.581,70728,1032.521,32.482,0.039,0.039,0.015,7.578,95.862,5.547,450.289,0,5.56,5.563,21
"5/25/2022 11:46:44 AM",8.997,29.403,49.005,77.583,70730.9,1032.522,32.484,0.031,0.031,0.044,7.583,95.931,5.551,461.249,0,5.563,5.567,21
"5/25/2022 11:46:44 AM",8.809,29.404,49.006,77.586,70732.9,1032.522,32.485,0.031,0.031,0.044,7.588,95.979,5.554,461.249,0,5.566,5.57,21
"5/25/2022 11:46:44 AM",8.522,29.404,49.007,77.587,70733.7,1032.522,32.485,0.039,0.039,0.029,7.593,95.932,5.551,426.415,0,5.564,5.567,21
"5/25/2022 11:46:44 AM",8.338,29.404,49.01,77.59,70737.1,1032.523,32.488,0.031,0.031,0,7.596,95.941,5.551,398.293,0,5.564,5.567,21
"5/25/2022 11:46:45 AM",8.165,29.404,49.01,77.591,70737.4,1032.522,32.488,0.031,0.031,0.015,7.595,95.96,5.552,398.209,0,5.565,5.568,21
"5/25/2022 11:46:45 AM",8.004,29.405,49.012,77.595,70739.7,1032.523,32.489,0.008,0.008,0,7.592,95.937,5.551,477.731,0,5.564,5.567,21
"5/25/2022 11:46:45 AM",7.873,29.405,49.015,77.599,70742.6,1032.524,32.491,0.023,0.023,0.029,7.591,95.955,5.552,492.005,0,5.565,5.568,21
"5/25/2022 11:46:45 AM",7.713,29.406,49.017,77.603,70745.9,1032.525,32.492,0.039,0.039,0.015,7.593,95.966,5.552,464.647,0,5.565,5.569,21
"5/25/2022 11:46:45 AM",7.631,29.406,49.02,77.606,70748.9,1032.527,32.494,0.008,0.008,0.015,7.592,96.073,5.558,465.582,0,5.571,5.574,21
"5/25/2022 11:46:46 AM",7.541,29.406,49.022,77.61,70752.2,1032.528,32.496,0.086,0.086,0.058,7.589,95.917,5.549,431.853,0,5.562,5.565,21
"5/25/2022 11:46:46 AM",7.421,29.406,49.026,77.615,70756.4,1032.53,32.499,0.055,0.055,0.073,7.589,95.919,5.549,514.264,0,5.562,5.565,21
"5/25/2022 11:46:46 AM",7.245,29.406,49.028,77.618,70758.9,1032.531,32.5,0.016,0.016,0.029,7.588,95.949,5.551,553.856,0,5.564,5.567,21
"5/25/2022 11:46:46 AM",7.186,29.406,49.028,77.619,70759.2,1032.531,32.5,0.047,0.047,0.044,7.586,95.939,5.551,427.69,0,5.564,5.567,21
"5/25/2022 11:46:46 AM",7.16,29.406,49.031,77.622,70762.4,1032.533,32.502,0.062,0.062,0.073,7.584,96.001,5.554,392.516,0,5.567,5.57,21
"5/25/2022 11:46:47 AM",7.129,29.407,49.032,77.625,70763.9,1032.534,32.503,0.055,0.055,0.058,7.587,96.026,5.555,328.966,0,5.567,5.571,21
"5/25/2022 11:46:47 AM",7.09,29.408,49.035,77.63,70767.8,1032.536,32.505,0.047,0.047,0.044,7.59,95.912,5.548,375.524,0,5.561,5.564,21
"5/25/2022 11:46:47 AM",6.996,29.407,49.046,77.645,70781.5,1032.544,32.514,0.047,0.047,0,7.59,95.991,5.553,390.987,0,5.566,5.569,21
"5/25/2022 11:46:47 AM",6.88,29.408,49.048,77.649,70784.2,1032.544,32.515,0.023,0.023,0.029,7.59,95.908,5.548,453.263,0,5.561,5.564,21
"5/25/2022 11:46:47 AM",6.723,29.408,49.049,77.649,70784.7,1032.544,32.516,0.031,0.031,0.029,7.593,95.948,5.551,550.372,0,5.564,5.567,21
"5/25/2022 11:46:48 AM",6.466,29.408,49.052,77.653,70788,1032.545,32.518,0.047,0.047,0.058,7.591,95.865,5.547,436.865,0,5.559,5.563,21
"5/25/2022 11:46:48 AM",6.342,29.409,49.053,77.655,70789.7,1032.546,32.519,0.023,0.023,0.029,7.592,95.964,5.552,401.607,0,5.565,5.568,21
"5/25/2022 11:46:48 AM",6.236,29.409,49.053,77.656,70789.3,1032.545,32.518,0.016,0.016,0.029,7.594,95.919,5.549,404.665,0,5.562,5.565,21
