"Date","Depth..m.","Temp...degC.","Sal.","Cond...mS.cm.","EC25..µS.cm.","Density..kg.m3.","SigmaT","Chl.Flu...ppb.","Chl.a..µg.l.","Turb...FTU.","pH","DO....","Weiss.DO..mg.l.","Quant...µmol..m2.s..","Mark","G.G.DO..mg.l.","B.K.DO..mg.l.","Station"
"5/25/2022 11:51:09 AM",1.148,29.439,49.032,77.667,70756.7,1032.496,32.492,0.023,0.023,0.058,7.781,95.69,5.516,575.52,0,5.529,5.532,21
"5/25/2022 11:51:09 AM",1.046,29.441,49.036,77.675,70761.3,1032.498,32.494,0,0,0,7.782,95.722,5.517,714.091,0,5.53,5.533,21
"5/25/2022 11:51:09 AM",0.988,29.44,49.045,77.685,70772.8,1032.505,32.501,0.031,0.031,0.015,7.78,95.761,5.52,695.909,0,5.532,5.536,21
"5/25/2022 11:51:09 AM",0.941,29.438,49.043,77.682,70771.2,1032.505,32.501,0.023,0.023,0,7.778,95.75,5.52,660.226,0,5.532,5.535,21
"5/25/2022 11:51:10 AM",0.887,29.439,49.046,77.687,70774.9,1032.506,32.503,0.047,0.047,0.044,7.777,95.766,5.521,740.768,0,5.534,5.537,21
"5/25/2022 11:51:10 AM",0.852,29.444,49.046,77.693,70773.8,1032.504,32.501,0.039,0.039,0.058,7.778,95.834,5.525,741.363,0,5.537,5.541,21
"5/25/2022 11:51:10 AM",0.839,29.444,49.053,77.703,70782.8,1032.51,32.506,0.023,0.023,0,7.779,95.683,5.516,670.166,0,5.528,5.531,21
"5/25/2022 11:51:10 AM",0.833,29.442,49.066,77.718,70798.9,1032.52,32.516,0.055,0.055,0.116,7.778,95.779,5.52,637.966,0,5.533,5.536,21
"5/25/2022 11:51:10 AM",0.852,29.439,49.075,77.727,70811.2,1032.528,32.525,0.047,0.047,0.102,7.778,95.753,5.518,557.424,0,5.531,5.534,21
"5/25/2022 11:51:11 AM",0.88,29.438,49.066,77.713,70799.4,1032.521,32.518,0.031,0.031,0.029,7.781,95.844,5.523,551.817,0,5.536,5.539,21
"5/25/2022 11:51:11 AM",0.92,29.439,49.063,77.709,70796.3,1032.52,32.516,0.023,0.023,0.029,7.782,95.784,5.52,656.488,0,5.533,5.536,21
"5/25/2022 11:51:11 AM",0.955,29.437,49.063,77.707,70796.5,1032.52,32.516,0,0,0,7.784,95.793,5.52,784.608,0,5.533,5.536,21
"5/25/2022 11:51:11 AM",1.007,29.436,49.065,77.708,70798.5,1032.522,32.518,0.055,0.055,0.073,7.788,95.866,5.524,799.306,0,5.536,5.54,21
"5/25/2022 11:51:11 AM",1.054,29.435,49.067,77.71,70801.8,1032.525,32.52,0.047,0.047,0.087,7.792,95.84,5.522,673.734,0,5.534,5.537,21
"5/25/2022 11:51:12 AM",1.091,29.435,49.068,77.712,70803,1032.525,32.521,0.047,0.047,0.058,7.791,95.898,5.525,721.907,0,5.538,5.541,21
"5/25/2022 11:51:12 AM",1.122,29.437,49.07,77.716,70804.7,1032.526,32.521,0.023,0.023,0,7.792,95.736,5.515,756.231,0,5.528,5.531,21
"5/25/2022 11:51:12 AM",1.155,29.44,49.077,77.731,70813,1032.53,32.525,0.039,0.039,0.058,7.799,95.822,5.52,783.588,0,5.532,5.536,21
"5/25/2022 11:51:12 AM",1.157,29.445,49.064,77.72,70796.9,1032.519,32.514,0.008,0.008,0,7.796,95.849,5.522,702.366,0,5.535,5.538,21
"5/25/2022 11:51:12 AM",1.155,29.446,49.061,77.717,70792.9,1032.517,32.512,0.016,0.016,0,7.797,95.817,5.522,864.895,0,5.534,5.537,21
"5/25/2022 11:51:13 AM",1.127,29.447,49.06,77.717,70791.4,1032.515,32.51,0.055,0.055,0.131,7.799,95.618,5.511,923.178,0,5.524,5.527,21
"5/25/2022 11:51:13 AM",1.092,29.447,49.059,77.716,70789.5,1032.514,32.509,0.062,0.062,0.116,7.802,95.727,5.517,786.986,0,5.53,5.533,21
"5/25/2022 11:51:13 AM",1.073,29.447,49.06,77.717,70791,1032.515,32.51,0.023,0.023,0.015,7.801,95.754,5.519,658.697,0,5.532,5.535,21
"5/25/2022 11:51:13 AM",1.052,29.449,49.062,77.722,70793.8,1032.516,32.511,0,0,0,7.8,95.807,5.522,763.283,0,5.535,5.538,21
"5/25/2022 11:51:14 AM",1.028,29.451,49.062,77.725,70793,1032.515,32.51,0.047,0.047,0.087,7.794,95.807,5.522,796.757,0,5.535,5.538,21
"5/25/2022 11:51:14 AM",1.037,29.452,49.067,77.733,70799.1,1032.518,32.514,0.07,0.07,0.146,7.794,95.766,5.52,762.348,0,5.532,5.536,21
"5/25/2022 11:51:14 AM",1.091,29.447,49.064,77.724,70796.6,1032.518,32.513,0.062,0.062,0.146,7.794,95.832,5.524,584.951,0,5.537,5.54,21
"5/25/2022 11:51:14 AM",1.228,29.442,49.067,77.72,70800.8,1032.523,32.517,0.023,0.023,0.015,7.796,95.689,5.516,611.629,0,5.528,5.531,21
"5/25/2022 11:51:14 AM",1.468,29.439,49.067,77.716,70801.3,1032.525,32.518,0.008,0.008,0,7.798,95.721,5.519,935.157,0,5.532,5.535,21
"5/25/2022 11:51:15 AM",1.658,29.436,49.072,77.718,70807.4,1032.53,32.523,0.078,0.078,0.175,7.801,95.76,5.523,597.185,0,5.536,5.539,21
"5/25/2022 11:51:15 AM",1.816,29.436,49.083,77.733,70821.3,1032.539,32.531,0.047,0.047,0.102,7.804,95.69,5.519,401.437,0,5.532,5.535,21
"5/25/2022 11:51:15 AM",2.053,29.433,49.087,77.735,70826.8,1032.544,32.535,0.016,0.016,0,7.806,95.907,5.533,269.834,0,5.545,5.549,21
"5/25/2022 11:51:15 AM",2.211,29.426,49.091,77.731,70833.2,1032.551,32.541,0.062,0.062,0.073,7.806,95.793,5.526,238.228,0,5.539,5.542,21
"5/25/2022 11:51:15 AM",2.359,29.424,49.097,77.737,70841.4,1032.557,32.547,0.07,0.07,0.102,7.804,95.708,5.522,220.812,0,5.534,5.538,21
"5/25/2022 11:51:16 AM",2.515,29.423,49.1,77.738,70844.6,1032.56,32.549,0.023,0.023,0,7.802,95.796,5.527,217.668,0,5.54,5.543,21
"5/25/2022 11:51:16 AM",2.719,29.425,49.105,77.748,70851,1032.564,32.552,0.07,0.07,0.102,7.798,95.79,5.527,127.016,0,5.54,5.543,21
"5/25/2022 11:51:16 AM",2.853,29.426,49.103,77.747,70849.1,1032.563,32.551,0.031,0.031,0.015,7.796,95.823,5.53,73.066,0,5.543,5.546,21
"5/25/2022 11:51:16 AM",2.997,29.427,49.107,77.755,70853.7,1032.566,32.553,0.023,0.023,0,7.796,95.764,5.526,57.603,0,5.539,5.542,21
"5/25/2022 11:51:16 AM",3.135,29.428,49.11,77.76,70857,1032.568,32.555,0,0,0,7.798,95.83,5.531,53.95,0,5.544,5.547,21
"5/25/2022 11:51:17 AM",3.356,29.429,49.109,77.759,70855.8,1032.568,32.554,0,0,0,7.807,95.849,5.532,42.48,0,5.545,5.548,21
"5/25/2022 11:51:17 AM",3.528,29.428,49.107,77.755,70853.1,1032.567,32.552,0,0,0,7.805,95.839,5.531,35.258,0,5.544,5.547,21
"5/25/2022 11:51:17 AM",3.695,29.426,49.106,77.751,70853,1032.569,32.553,0,0,0,7.804,95.792,5.528,29.226,0,5.541,5.544,21
"5/25/2022 11:51:17 AM",3.978,29.423,49.115,77.759,70864,1032.577,32.56,0,0,0,7.799,95.746,5.526,24.214,0,5.539,5.542,21
"5/25/2022 11:51:17 AM",4.175,29.422,49.119,77.765,70869.7,1032.581,32.564,0.07,0.07,0,7.799,95.892,5.534,23.704,0,5.547,5.55,21
"5/25/2022 11:51:18 AM",4.373,29.422,49.128,77.777,70881.2,1032.589,32.571,0.086,0.086,0,7.8,95.813,5.529,26.168,0,5.542,5.545,21
"5/25/2022 11:51:18 AM",4.554,29.423,49.135,77.788,70889.8,1032.595,32.576,0,0,0,7.803,95.83,5.53,28.717,0,5.543,5.546,21
"5/25/2022 11:51:18 AM",4.827,29.423,49.133,77.786,70887.4,1032.594,32.574,0,0,0,7.806,95.937,5.537,27.272,0,5.549,5.553,21
"5/25/2022 11:51:18 AM",5.008,29.423,49.134,77.787,70889.3,1032.596,32.575,0.374,0.374,1.02,7.81,95.841,5.531,25.913,0,5.544,5.547,21
"5/25/2022 11:51:19 AM",5.193,29.421,49.14,77.793,70897,1032.602,32.58,0.218,0.218,0.466,7.811,95.839,5.531,24.978,0,5.544,5.547,21
"5/25/2022 11:51:19 AM",5.48,29.418,49.147,77.798,70906,1032.61,32.586,0,0,0,7.808,95.784,5.528,26.253,0,5.541,5.544,21
"5/25/2022 11:51:19 AM",5.65,29.418,49.148,77.799,70907.1,1032.611,32.587,0.273,0.273,0,7.807,95.872,5.533,26.678,0,5.546,5.549,21
"5/25/2022 11:51:19 AM",5.838,29.417,49.149,77.799,70908.2,1032.613,32.588,0.593,0.593,1.063,7.81,95.918,5.536,28.802,0,5.549,5.552,21
"5/25/2022 11:51:19 AM",5.998,29.416,49.153,77.803,70913.9,1032.617,32.592,1.069,1.069,2.317,7.81,95.775,5.528,33.304,0,5.541,5.544,21
"5/25/2022 11:51:20 AM",6.226,29.415,49.155,77.804,70916.7,1032.62,32.594,0,0,0,7.809,95.783,5.529,31.69,0,5.542,5.545,21
"5/25/2022 11:51:20 AM",6.388,29.415,49.155,77.805,70916.8,1032.621,32.594,0,0,0,7.809,95.895,5.536,29.056,0,5.549,5.552,21
"5/25/2022 11:51:20 AM",6.555,29.412,49.159,77.806,70922.3,1032.626,32.598,0.359,0.359,0.874,7.809,95.83,5.532,28.122,0,5.545,5.548,21
"5/25/2022 11:51:20 AM",6.716,29.41,49.161,77.807,70924.7,1032.628,32.599,0,0,0,7.81,95.737,5.527,25.998,0,5.54,5.543,21
"5/25/2022 11:51:20 AM",6.976,29.41,49.157,77.8,70920.3,1032.627,32.597,0,0,0,7.816,95.816,5.531,23.194,0,5.544,5.547,21
"5/25/2022 11:51:21 AM",7.153,29.409,49.161,77.804,70925.5,1032.631,32.6,0.023,0.023,0,7.815,95.827,5.532,21.75,0,5.545,5.548,21
"5/25/2022 11:51:21 AM",7.344,29.408,49.163,77.807,70928.4,1032.633,32.602,0.125,0.125,0,7.818,95.963,5.54,20.9,0,5.552,5.556,21
"5/25/2022 11:51:21 AM",7.532,29.407,49.167,77.811,70933.8,1032.638,32.606,0,0,0.218,7.817,95.993,5.541,20.305,0,5.554,5.557,21
"5/25/2022 11:51:21 AM",7.817,29.407,49.17,77.815,70937.2,1032.641,32.608,0.016,0.016,0.131,7.823,95.866,5.535,19.371,0,5.547,5.551,21
"5/25/2022 11:51:21 AM",8.009,29.408,49.17,77.816,70937.7,1032.642,32.608,0.117,0.117,0,7.819,95.873,5.535,19.116,0,5.548,5.551,21
"5/25/2022 11:51:22 AM",8.186,29.408,49.172,77.819,70940.4,1032.644,32.609,0.062,0.062,0,7.821,95.862,5.535,18.861,0,5.548,5.551,21
"5/25/2022 11:51:22 AM",8.458,29.407,49.173,77.818,70940.8,1032.646,32.61,0.117,0.117,0,7.818,95.926,5.539,18.606,0,5.552,5.555,21
"5/25/2022 11:51:22 AM",8.652,29.407,49.176,77.823,70944.6,1032.649,32.612,0.265,0.265,0.175,7.818,95.956,5.541,18.351,0,5.554,5.557,21
"5/25/2022 11:51:22 AM",8.828,29.405,49.179,77.825,70949,1032.653,32.615,0.148,0.148,0.146,7.814,95.863,5.536,18.012,0,5.549,5.552,21
"5/25/2022 11:51:23 AM",9.11,29.406,49.178,77.825,70948.1,1032.653,32.614,0.25,0.25,0,7.812,95.831,5.534,17.842,0,5.547,5.55,21
"5/25/2022 11:51:23 AM",9.294,29.405,49.178,77.824,70948.1,1032.654,32.614,0.179,0.179,0,7.815,95.873,5.536,17.587,0,5.549,5.552,21
"5/25/2022 11:51:23 AM",9.48,29.405,49.178,77.824,70948.6,1032.655,32.615,0.351,0.351,0.655,7.813,95.912,5.538,16.992,0,5.551,5.554,21
"5/25/2022 11:51:23 AM",9.668,29.404,49.178,77.824,70949.1,1032.656,32.615,0.094,0.094,0.233,7.812,95.96,5.541,16.652,0,5.554,5.557,21
"5/25/2022 11:51:23 AM",9.945,29.404,49.18,77.824,70950.7,1032.658,32.616,0,0,0,7.813,95.932,5.54,16.567,0,5.553,5.556,21
"5/25/2022 11:51:24 AM",10.136,29.404,49.181,77.827,70952.7,1032.66,32.617,0,0,0,7.813,95.981,5.543,16.312,0,5.556,5.559,21
"5/25/2022 11:51:24 AM",10.319,29.404,49.184,77.83,70956,1032.663,32.619,0,0,0.102,7.816,95.77,5.531,16.312,0,5.544,5.547,21
"5/25/2022 11:51:24 AM",10.507,29.403,49.182,77.827,70954.1,1032.663,32.618,0.242,0.242,0.612,7.815,95.886,5.538,16.482,0,5.551,5.554,21
"5/25/2022 11:51:24 AM",10.778,29.402,49.188,77.834,70961.5,1032.669,32.623,0.218,0.218,0.553,7.812,95.895,5.538,17.247,0,5.551,5.554,21
"5/25/2022 11:51:24 AM",10.952,29.402,49.188,77.834,70961.8,1032.67,32.623,0.195,0.195,0.364,7.812,95.791,5.532,17.927,0,5.545,5.548,21
"5/25/2022 11:51:25 AM",11.112,29.402,49.188,77.836,70962.5,1032.671,32.623,0.125,0.125,0.189,7.81,95.916,5.54,18.861,0,5.552,5.556,21
"5/25/2022 11:51:25 AM",11.272,29.402,49.189,77.836,70963.4,1032.672,32.624,0,0,0,7.811,95.892,5.538,18.776,0,5.551,5.554,21
"5/25/2022 11:51:25 AM",11.519,29.402,49.198,77.848,70974.9,1032.68,32.631,2.13,2.13,4.99,7.814,95.868,5.537,23.789,0,5.55,5.553,21
"5/25/2022 11:51:25 AM",11.604,29.4,49.203,77.852,70981.1,1032.684,32.635,1.123,1.123,2.609,7.809,95.833,5.536,50.636,0,5.549,5.552,21
"5/25/2022 11:51:25 AM",11.634,29.399,49.208,77.857,70987.2,1032.689,32.639,0.398,0.398,0.845,7.808,95.836,5.536,95.835,0,5.549,5.552,21
"5/25/2022 11:51:26 AM",11.635,29.399,49.203,77.851,70981.2,1032.685,32.635,0.148,0.148,0.233,7.809,95.926,5.541,112.912,0,5.554,5.557,21
"5/25/2022 11:51:26 AM",11.601,29.4,49.204,77.854,70982.3,1032.685,32.636,0.055,0.055,0.044,7.813,95.888,5.539,119.539,0,5.552,5.555,21
"5/25/2022 11:51:26 AM",11.585,29.401,49.206,77.857,70984.6,1032.686,32.637,0.055,0.055,0.073,7.815,95.961,5.543,128.63,0,5.556,5.559,21
"5/25/2022 11:51:26 AM",11.55,29.4,49.207,77.858,70986.2,1032.687,32.638,0.039,0.039,0.044,7.821,95.998,5.545,121.238,0,5.558,5.561,21
"5/25/2022 11:51:26 AM",11.468,29.4,49.206,77.857,70984.7,1032.686,32.637,0.039,0.039,0.029,7.82,95.93,5.541,113.932,0,5.554,5.557,21
"5/25/2022 11:51:27 AM",11.34,29.401,49.209,77.861,70988.1,1032.687,32.639,0.047,0.047,0.029,7.824,95.902,5.539,112.063,0,5.552,5.555,21
"5/25/2022 11:51:27 AM",11.26,29.401,49.21,77.863,70989.7,1032.688,32.64,0.055,0.055,0.058,7.826,95.894,5.539,111.808,0,5.552,5.555,21
"5/25/2022 11:51:27 AM",11.161,29.4,49.212,77.865,70992,1032.689,32.642,0.047,0.047,0.044,7.83,95.859,5.536,104.161,0,5.549,5.552,21
"5/25/2022 11:51:27 AM",10.978,29.401,49.209,77.862,70988.9,1032.686,32.64,0.055,0.055,0.044,7.829,95.859,5.536,96.855,0,5.549,5.552,21
"5/25/2022 11:51:28 AM",10.854,29.401,49.209,77.862,70988.4,1032.686,32.639,0.047,0.047,0.087,7.83,95.99,5.544,94.646,0,5.557,5.56,21
"5/25/2022 11:51:28 AM",10.762,29.401,49.211,77.864,70991.2,1032.687,32.641,0.047,0.047,0.087,7.832,95.964,5.542,94.646,0,5.555,5.558,21
"5/25/2022 11:51:28 AM",10.611,29.4,49.216,77.87,70997,1032.69,32.645,0.031,0.031,0.029,7.832,95.882,5.538,97.789,0,5.551,5.554,21
"5/25/2022 11:51:28 AM",10.527,29.401,49.219,77.875,71001.3,1032.692,32.647,0.039,0.039,0.029,7.832,95.968,5.543,99.998,0,5.556,5.559,21
"5/25/2022 11:51:28 AM",10.474,29.4,49.217,77.87,70997.7,1032.69,32.645,0.055,0.055,0.044,7.83,95.966,5.543,96.94,0,5.556,5.559,21
"5/25/2022 11:51:29 AM",10.421,29.401,49.22,77.875,71001.4,1032.692,32.647,0.039,0.039,0.029,7.831,95.943,5.541,93.456,0,5.554,5.557,21
"5/25/2022 11:51:29 AM",10.291,29.401,49.219,77.876,71000.5,1032.691,32.647,0.055,0.055,0,7.835,95.953,5.542,89.888,0,5.555,5.558,21
"5/25/2022 11:51:29 AM",10.174,29.402,49.218,77.875,70999.4,1032.689,32.646,0.039,0.039,0.029,7.836,95.95,5.542,88.698,0,5.555,5.558,21
"5/25/2022 11:51:29 AM",10.054,29.401,49.22,77.876,71001.3,1032.69,32.647,0.039,0.039,0.015,7.836,95.909,5.539,88.189,0,5.552,5.555,21
"5/25/2022 11:51:29 AM",9.953,29.402,49.218,77.875,70999.2,1032.688,32.646,0.031,0.031,0.044,7.837,95.974,5.543,89.548,0,5.555,5.559,21
"5/25/2022 11:51:30 AM",9.809,29.401,49.222,77.878,71004,1032.691,32.649,0.039,0.039,0.029,7.841,95.907,5.538,89.633,0,5.551,5.554,21
"5/25/2022 11:51:30 AM",9.713,29.402,49.223,77.882,71004.8,1032.691,32.649,0.039,0.039,0.044,7.843,95.955,5.541,91.162,0,5.554,5.557,21
"5/25/2022 11:51:30 AM",9.614,29.402,49.225,77.885,71007.4,1032.692,32.651,0.047,0.047,0.029,7.841,95.862,5.536,93.711,0,5.548,5.552,21
"5/25/2022 11:51:30 AM",9.513,29.403,49.226,77.887,71009.2,1032.692,32.652,0.047,0.047,0.044,7.839,95.989,5.543,100.678,0,5.556,5.559,21
"5/25/2022 11:51:30 AM",9.353,29.402,49.229,77.89,71012.5,1032.694,32.654,0.031,0.031,0.029,7.843,95.893,5.538,100.848,0,5.55,5.554,21
"5/25/2022 11:51:31 AM",9.268,29.403,49.226,77.886,71008.4,1032.691,32.651,0.047,0.047,0.029,7.847,95.982,5.543,96.26,0,5.556,5.559,21
"5/25/2022 11:51:31 AM",9.188,29.403,49.226,77.887,71008,1032.69,32.651,0.055,0.055,0.015,7.85,96.075,5.548,93.711,0,5.561,5.564,21
"5/25/2022 11:51:31 AM",9.099,29.402,49.231,77.892,71014.5,1032.694,32.655,0.031,0.031,0.015,7.85,95.964,5.542,93.796,0,5.555,5.558,21
"5/25/2022 11:51:31 AM",8.938,29.404,49.231,77.895,71014.6,1032.693,32.655,0.047,0.047,0.029,7.846,95.946,5.541,103.397,0,5.554,5.557,21
"5/25/2022 11:51:31 AM",8.849,29.404,49.232,77.896,71015.6,1032.693,32.656,0.031,0.031,0.029,7.844,95.816,5.534,110.958,0,5.547,5.55,21
"5/25/2022 11:51:32 AM",8.779,29.403,49.233,77.896,71016.6,1032.694,32.656,0.047,0.047,0.029,7.844,95.796,5.532,114.187,0,5.545,5.548,21
"5/25/2022 11:51:32 AM",8.628,29.403,49.237,77.902,71022.2,1032.697,32.66,0.047,0.047,0.044,7.842,95.956,5.541,115.376,0,5.554,5.557,21
"5/25/2022 11:51:32 AM",8.501,29.403,49.239,77.904,71023.9,1032.697,32.661,0.039,0.039,0.087,7.842,96.086,5.549,109.939,0,5.562,5.565,21
"5/25/2022 11:51:32 AM",8.383,29.403,49.239,77.904,71024,1032.697,32.661,0.047,0.047,0.044,7.847,95.943,5.541,108.919,0,5.554,5.557,21
"5/25/2022 11:51:33 AM",8.254,29.403,49.239,77.904,71024,1032.696,32.661,0.039,0.039,0.058,7.848,95.98,5.543,113.082,0,5.556,5.559,21
"5/25/2022 11:51:33 AM",8.106,29.403,49.24,77.905,71025,1032.696,32.662,0.055,0.055,0.058,7.847,95.929,5.54,111.553,0,5.553,5.556,21
"5/25/2022 11:51:33 AM",8.035,29.403,49.24,77.905,71025.5,1032.696,32.662,0.023,0.023,0.044,7.845,95.954,5.542,102.547,0,5.554,5.558,21
"5/25/2022 11:51:33 AM",7.997,29.404,49.244,77.912,71031.1,1032.699,32.665,0.031,0.031,0.044,7.845,96.001,5.544,93.966,0,5.557,5.56,21
"5/25/2022 11:51:33 AM",7.974,29.404,49.247,77.916,71033.8,1032.701,32.667,0.031,0.031,0.015,7.847,96.029,5.546,89.633,0,5.558,5.562,21
"5/25/2022 11:51:34 AM",7.908,29.404,49.251,77.921,71038.9,1032.704,32.67,0.047,0.047,0.044,7.849,95.968,5.542,88.868,0,5.555,5.558,21
"5/25/2022 11:51:34 AM",7.821,29.404,49.249,77.919,71036.3,1032.702,32.668,0.047,0.047,0.029,7.846,95.8,5.533,89.463,0,5.545,5.549,21
"5/25/2022 11:51:34 AM",7.744,29.405,49.251,77.923,71038.9,1032.703,32.67,0.047,0.047,0,7.846,95.885,5.538,88.868,0,5.551,5.554,21
"5/25/2022 11:51:34 AM",7.671,29.404,49.252,77.924,71040.8,1032.704,32.671,0.062,0.062,0,7.846,95.999,5.544,86.744,0,5.557,5.56,21
"5/25/2022 11:51:34 AM",7.558,29.405,49.255,77.929,71043.8,1032.705,32.673,0.055,0.055,0.029,7.847,95.994,5.543,81.987,0,5.556,5.559,21
"5/25/2022 11:51:35 AM",7.461,29.406,49.255,77.93,71043.8,1032.704,32.672,0.055,0.055,0.044,7.847,95.946,5.54,79.608,0,5.553,5.556,21
"5/25/2022 11:51:35 AM",7.351,29.405,49.258,77.932,71046.9,1032.706,32.675,0.055,0.055,0.044,7.846,95.876,5.536,78.928,0,5.549,5.552,21
"5/25/2022 11:51:35 AM",7.231,29.405,49.258,77.933,71047.9,1032.706,32.675,0.047,0.047,0.015,7.844,95.932,5.539,78.843,0,5.552,5.555,21
"5/25/2022 11:51:35 AM",7.129,29.405,49.255,77.929,71044.1,1032.703,32.673,0.039,0.039,0.015,7.843,95.995,5.543,79.608,0,5.556,5.559,21
"5/25/2022 11:51:35 AM",6.988,29.407,49.254,77.93,71042.4,1032.701,32.672,0.039,0.039,0.015,7.843,95.911,5.538,88.613,0,5.551,5.554,21
"5/25/2022 11:51:36 AM",6.922,29.406,49.255,77.93,71043.9,1032.702,32.673,0.039,0.039,0.029,7.845,95.818,5.533,87.679,0,5.546,5.549,21
"5/25/2022 11:51:36 AM",6.854,29.406,49.257,77.932,71045.4,1032.703,32.674,0.039,0.039,0.015,7.846,95.837,5.534,85.385,0,5.547,5.55,21
"5/25/2022 11:51:36 AM",6.755,29.406,49.258,77.934,71046.9,1032.703,32.674,0.023,0.023,0.015,7.845,95.895,5.538,83.856,0,5.551,5.554,21
"5/25/2022 11:51:36 AM",6.701,29.406,49.26,77.938,71050.1,1032.705,32.676,0.039,0.039,0.029,7.844,95.907,5.538,86.829,0,5.551,5.554,21
"5/25/2022 11:51:36 AM",6.614,29.406,49.26,77.937,71048.9,1032.704,32.676,0.039,0.039,0.015,7.842,95.839,5.534,100.593,0,5.547,5.55,21
"5/25/2022 11:51:37 AM",6.563,29.407,49.26,77.938,71049.7,1032.704,32.676,0.031,0.031,0.058,7.842,95.974,5.542,97.194,0,5.555,5.558,21
"5/25/2022 11:51:37 AM",6.553,29.407,49.261,77.939,71050.1,1032.704,32.676,0.023,0.023,0.044,7.84,95.983,5.542,93.456,0,5.555,5.558,21
"5/25/2022 11:51:37 AM",6.56,29.407,49.26,77.938,71049.8,1032.704,32.676,0.023,0.023,0.015,7.84,96.052,5.546,94.986,0,5.558,5.562,21
"5/25/2022 11:51:37 AM",6.614,29.406,49.261,77.938,71050.5,1032.705,32.677,0.031,0.031,0.015,7.844,95.925,5.538,104.076,0,5.551,5.554,21
"5/25/2022 11:51:38 AM",6.637,29.406,49.264,77.942,71054.8,1032.708,32.679,0.047,0.047,0.029,7.848,95.93,5.539,109.854,0,5.552,5.555,21
"5/25/2022 11:51:38 AM",6.633,29.406,49.267,77.947,71058.1,1032.709,32.681,0.031,0.031,0.044,7.847,95.91,5.538,101.612,0,5.551,5.554,21
"5/25/2022 11:51:38 AM",6.598,29.408,49.262,77.941,71051.6,1032.705,32.677,0.031,0.031,0.029,7.846,95.953,5.541,96.685,0,5.554,5.557,21
"5/25/2022 11:51:38 AM",6.563,29.408,49.262,77.942,71051.4,1032.705,32.677,0.039,0.039,0,7.846,95.981,5.543,98.724,0,5.556,5.559,21
"5/25/2022 11:51:38 AM",6.517,29.409,49.264,77.946,71054,1032.706,32.678,0.031,0.031,0,7.845,95.963,5.542,105.521,0,5.555,5.558,21
"5/25/2022 11:51:39 AM",6.431,29.41,49.263,77.946,71052.6,1032.704,32.677,0.047,0.047,0.029,7.847,95.913,5.539,105.945,0,5.552,5.555,21
"5/25/2022 11:51:39 AM",6.374,29.411,49.263,77.947,71052.4,1032.704,32.677,0.047,0.047,0.073,7.849,95.989,5.543,102.207,0,5.556,5.559,21
"5/25/2022 11:51:39 AM",6.287,29.411,49.264,77.948,71053.5,1032.704,32.677,0.039,0.039,0.044,7.847,95.983,5.544,99.149,0,5.557,5.56,21
"5/25/2022 11:51:39 AM",6.198,29.41,49.268,77.954,71059.3,1032.707,32.681,0.047,0.047,0.029,7.849,96.04,5.547,99.318,0,5.56,5.563,21
"5/25/2022 11:51:39 AM",6.068,29.41,49.269,77.956,71060.6,1032.708,32.682,0.047,0.047,0.044,7.85,96.083,5.549,99.573,0,5.562,5.565,21
"5/25/2022 11:51:40 AM",5.857,29.409,49.27,77.955,71061.2,1032.707,32.682,0.039,0.039,0.029,7.85,95.967,5.542,98.894,0,5.555,5.558,21
"5/25/2022 11:51:40 AM",5.716,29.41,49.27,77.956,71061.5,1032.707,32.682,0.039,0.039,0.044,7.851,95.865,5.537,93.201,0,5.549,5.553,21
"5/25/2022 11:51:40 AM",5.567,29.41,49.271,77.956,71061.8,1032.706,32.683,0.039,0.039,0.015,7.851,95.894,5.538,91.502,0,5.551,5.554,21
"5/25/2022 11:51:40 AM",5.386,29.411,49.27,77.956,71060.3,1032.705,32.682,0.031,0.031,0.029,7.852,95.99,5.545,92.182,0,5.557,5.561,21
"5/25/2022 11:51:40 AM",5.261,29.413,49.269,77.959,71059.8,1032.703,32.681,0.031,0.031,0.029,7.85,95.953,5.542,90.483,0,5.555,5.558,21
"5/25/2022 11:51:41 AM",5.167,29.416,49.269,77.963,71059.1,1032.702,32.68,0.023,0.023,0.029,7.851,95.924,5.54,86.659,0,5.553,5.557,21
"5/25/2022 11:51:41 AM",5.075,29.42,49.271,77.971,71060.5,1032.701,32.679,0.031,0.031,0.044,7.852,95.914,5.54,87.254,0,5.553,5.556,21
"5/25/2022 11:51:41 AM",4.965,29.425,49.272,77.979,71061,1032.699,32.678,0.039,0.039,0.029,7.854,95.978,5.543,94.136,0,5.556,5.559,21
"5/25/2022 11:51:41 AM",4.932,29.43,49.27,77.983,71058.6,1032.697,32.676,0.031,0.031,0.029,7.858,95.973,5.543,101.527,0,5.556,5.559,21
"5/25/2022 11:51:42 AM",4.89,29.433,49.273,77.992,71061.9,1032.698,32.677,0.031,0.031,0.029,7.857,96.014,5.545,99.488,0,5.558,5.561,21
"5/25/2022 11:51:42 AM",4.902,29.433,49.276,77.996,71065.1,1032.699,32.678,0.023,0.023,0.058,7.859,96.035,5.546,97.11,0,5.559,5.562,21
"5/25/2022 11:51:42 AM",4.932,29.431,49.279,77.997,71069.6,1032.703,32.682,0.039,0.039,0.044,7.86,95.985,5.543,102.802,0,5.556,5.559,21
"5/25/2022 11:51:42 AM",4.979,29.424,49.281,77.991,71073,1032.707,32.686,0.031,0.031,0.058,7.862,95.857,5.535,112.063,0,5.548,5.551,21
