"Date","Depth..m.","Temp...degC.","Sal.","Cond...mS.cm.","EC25..µS.cm.","Density..kg.m3.","SigmaT","Chl.Flu...ppb.","Chl.a..µg.l.","Turb...FTU.","pH","DO....","Weiss.DO..mg.l.","Quant...µmol..m2.s..","Mark","G.G.DO..mg.l.","B.K.DO..mg.l.","X","Station"
"5/24/2022 8:16:02 AM",6.089,29.611,50.685,80.188,72803.3,1033.709,33.683,0.117,0.117,0.175,8.03,95.176,5.445,165.587,0,5.457,5.461,NA,13
"5/24/2022 8:16:03 AM",6.217,29.61,50.689,80.193,72808.6,1033.713,33.686,0.109,0.109,0.087,8.03,95.194,5.446,165.163,0,5.458,5.462,NA,13
"5/24/2022 8:16:03 AM",6.36,29.612,50.688,80.195,72807.4,1033.712,33.685,0,0,0,8.029,95.203,5.446,143.073,0,5.459,5.462,NA,13
"5/24/2022 8:16:03 AM",6.605,29.612,50.689,80.196,72808.6,1033.714,33.685,0,0,0,8.025,95.056,5.438,110.193,0,5.45,5.454,NA,13
"5/24/2022 8:16:03 AM",6.775,29.613,50.679,80.184,72796,1033.706,33.677,0,0,0,8.026,94.996,5.435,78.503,0,5.447,5.45,NA,13
"5/24/2022 8:16:03 AM",6.937,29.614,50.68,80.187,72797.7,1033.708,33.678,0,0,0,8.028,94.963,5.433,55.819,0,5.445,5.448,NA,13
"5/24/2022 8:16:04 AM",7.093,29.614,50.682,80.189,72800,1033.71,33.68,0,0,0,8.027,94.922,5.43,41.97,0,5.443,5.446,NA,13
"5/24/2022 8:16:04 AM",7.251,29.613,50.689,80.199,72809.4,1033.716,33.686,0.07,0.07,0,8.027,94.761,5.421,35.428,0,5.433,5.437,NA,13
"5/24/2022 8:16:04 AM",7.484,29.613,50.694,80.206,72815.6,1033.721,33.689,1.256,1.256,2.828,8.026,94.556,5.409,40.441,0,5.421,5.424,NA,13
"5/24/2022 8:16:04 AM",7.599,29.614,50.696,80.21,72818.3,1033.723,33.691,1.49,1.49,3.397,8.024,94.613,5.412,74.34,0,5.424,5.428,NA,13
"5/24/2022 8:16:05 AM",7.675,29.614,50.699,80.213,72821.5,1033.725,33.692,0.569,0.569,1.238,8.023,94.477,5.405,165.587,0,5.417,5.42,NA,13
"5/24/2022 8:16:05 AM",7.766,29.614,50.701,80.216,72823.8,1033.727,33.694,0.203,0.203,0.364,8.022,94.496,5.405,201.611,0,5.417,5.421,NA,13
