"Date","Depth..m.","Temp...degC.","Sal.","Cond...mS.cm.","EC25..µS.cm.","Density..kg.m3.","SigmaT","Chl.Flu...ppb.","Chl.a..µg.l.","Turb...FTU.","pH","DO....","Weiss.DO..mg.l.","Quant...µmol..m2.s..","Mark","G.G.DO..mg.l.","B.K.DO..mg.l.","X","Station"
"5/25/2022 8:38:37 AM",2.665,29.347,50.035,78.911,72024,1033.295,33.284,0.078,0.078,0,7.405,96.61,5.617,151.824,0,5.63,5.633,NA,24
"5/25/2022 8:38:37 AM",2.783,29.347,50.035,78.911,72024,1033.296,33.284,0.055,0.055,0,7.403,96.645,5.619,133.642,0,5.632,5.635,NA,24
"5/25/2022 8:38:37 AM",2.915,29.347,50.041,78.92,72032.1,1033.301,33.289,0.086,0.086,0.087,7.413,96.525,5.611,127.95,0,5.624,5.628,NA,24
"5/25/2022 8:38:38 AM",3.101,29.346,50.039,78.917,72029.7,1033.301,33.287,0.086,0.086,0.116,7.418,96.637,5.617,122.768,0,5.631,5.634,NA,24
"5/25/2022 8:38:38 AM",3.198,29.346,50.04,78.919,72031.3,1033.302,33.288,0.133,0.133,0.233,7.417,96.632,5.617,132.793,0,5.63,5.634,NA,24
"5/25/2022 8:38:38 AM",3.303,29.346,50.042,78.921,72033.4,1033.304,33.29,0.109,0.109,0.218,7.41,96.585,5.614,146.981,0,5.628,5.631,NA,24
"5/25/2022 8:38:38 AM",3.341,29.346,50.04,78.919,72031.1,1033.302,33.288,0.109,0.109,0.116,7.413,96.49,5.609,149.615,0,5.622,5.626,NA,24
"5/25/2022 8:38:38 AM",3.297,29.346,50.035,78.911,72025.2,1033.299,33.285,0.094,0.094,0.087,7.414,96.637,5.617,157.176,0,5.63,5.634,NA,24
"5/25/2022 8:38:39 AM",3.181,29.345,50.035,78.909,72024.5,1033.298,33.285,0.07,0.07,0.044,7.415,96.636,5.617,159.046,0,5.631,5.634,NA,24
"5/25/2022 8:38:39 AM",3.141,29.345,50.032,78.905,72020.5,1033.296,33.282,0.078,0.078,0.015,7.419,96.617,5.616,158.451,0,5.63,5.633,NA,24
"5/25/2022 8:38:39 AM",3.144,29.345,50.028,78.9,72016.1,1033.293,33.28,0.086,0.086,0.029,7.414,96.529,5.611,155.562,0,5.625,5.628,NA,24
"5/25/2022 8:38:39 AM",3.162,29.347,50.027,78.901,72014.9,1033.292,33.278,0.086,0.086,0.058,7.414,96.553,5.613,155.222,0,5.626,5.63,NA,24
"5/25/2022 8:38:39 AM",3.16,29.345,50.026,78.897,72012.9,1033.291,33.278,0.086,0.086,0.058,7.412,96.618,5.617,157.771,0,5.63,5.633,NA,24
"5/25/2022 8:38:40 AM",3.15,29.345,50.025,78.895,72011.7,1033.29,33.277,0.094,0.094,0.073,7.415,96.535,5.612,158.536,0,5.625,5.628,NA,24
"5/25/2022 8:38:40 AM",3.137,29.345,50.021,78.891,72007.3,1033.288,33.274,0.07,0.07,0.058,7.424,96.6,5.616,156.497,0,5.629,5.632,NA,24
"5/25/2022 8:38:40 AM",3.146,29.344,50.017,78.884,72002.8,1033.285,33.272,0.086,0.086,0.029,7.427,96.667,5.62,155.392,0,5.633,5.636,NA,24
"5/25/2022 8:38:40 AM",3.167,29.344,50.017,78.884,72002,1033.285,33.271,0.078,0.078,0.044,7.428,96.527,5.612,153.863,0,5.625,5.629,NA,24
"5/25/2022 8:38:40 AM",3.273,29.345,50.018,78.886,72003.4,1033.286,33.272,0.07,0.07,0.029,7.425,96.613,5.617,146.726,0,5.63,5.634,NA,24
"5/25/2022 8:38:41 AM",3.388,29.347,50.018,78.888,72002.9,1033.285,33.271,0.062,0.062,0.044,7.427,96.628,5.618,140.779,0,5.631,5.634,NA,24
"5/25/2022 8:38:41 AM",3.525,29.346,50.018,78.888,72003.7,1033.287,33.272,0.047,0.047,0,7.429,96.652,5.619,127.525,0,5.632,5.636,NA,24
"5/25/2022 8:38:41 AM",3.676,29.346,50.018,78.887,72003.1,1033.287,33.271,0.023,0.023,0,7.429,96.514,5.611,105.775,0,5.624,5.627,NA,24
"5/25/2022 8:38:41 AM",3.906,29.348,50.018,78.89,72003.2,1033.287,33.271,0.086,0.086,0.044,7.429,96.609,5.616,85.13,0,5.629,5.632,NA,24
"5/25/2022 8:38:41 AM",4.047,29.346,50.018,78.889,72003.6,1033.289,33.271,0.164,0.164,0.218,7.428,96.57,5.613,90.738,0,5.626,5.629,NA,24
"5/25/2022 8:38:42 AM",4.184,29.346,50.025,78.898,72012.6,1033.295,33.277,0.156,0.156,0.204,7.431,96.562,5.612,105.521,0,5.625,5.629,NA,24
"5/25/2022 8:38:42 AM",4.297,29.348,50.025,78.901,72012,1033.294,33.276,0.125,0.125,0.131,7.431,96.632,5.616,111.808,0,5.629,5.633,NA,24
"5/25/2022 8:38:42 AM",4.366,29.349,50.022,78.899,72008.2,1033.292,33.273,0.133,0.133,0.204,7.426,96.642,5.617,131.858,0,5.63,5.634,NA,24
"5/25/2022 8:38:42 AM",4.307,29.349,50.022,78.897,72008.4,1033.292,33.274,0.101,0.101,0.044,7.422,96.529,5.61,148.341,0,5.623,5.626,NA,24
"5/25/2022 8:38:43 AM",4.222,29.348,50.023,78.898,72010.4,1033.293,33.275,0.156,0.156,0.204,7.428,96.59,5.613,145.537,0,5.627,5.63,NA,24
"5/25/2022 8:38:43 AM",4.08,29.347,50.018,78.891,72004.2,1033.289,33.271,0.109,0.109,0.116,7.435,96.697,5.619,146.981,0,5.633,5.636,NA,24
"5/25/2022 8:38:43 AM",3.93,29.347,50.014,78.883,71998.3,1033.285,33.268,0.086,0.086,0.015,7.436,96.672,5.618,148.85,0,5.631,5.635,NA,24
"5/25/2022 8:38:43 AM",3.748,29.346,50.01,78.876,71993.2,1033.281,33.265,0.086,0.086,0.044,7.43,96.526,5.61,147.576,0,5.623,5.627,NA,24
"5/25/2022 8:38:43 AM",3.687,29.344,50.011,78.876,71994.9,1033.282,33.267,0.094,0.094,0.116,7.425,96.523,5.61,147.236,0,5.623,5.626,NA,24
"5/25/2022 8:38:44 AM",3.661,29.344,50.017,78.884,72002.5,1033.287,33.271,0.094,0.094,0.073,7.426,96.526,5.61,147.321,0,5.623,5.626,NA,24
"5/25/2022 8:38:44 AM",3.675,29.344,50.016,78.882,72001.5,1033.287,33.271,0.101,0.101,0.087,7.426,96.622,5.615,147.576,0,5.629,5.632,NA,24
"5/25/2022 8:38:44 AM",3.728,29.344,50.013,78.878,71997.5,1033.284,33.268,0.086,0.086,0.087,7.425,96.637,5.617,146.811,0,5.63,5.633,NA,24
"5/25/2022 8:38:44 AM",3.859,29.345,50.012,78.879,71996.3,1033.284,33.267,0.07,0.07,0.058,7.419,96.65,5.617,142.903,0,5.63,5.634,NA,24
"5/25/2022 8:38:44 AM",3.946,29.344,50.012,78.877,71996,1033.284,33.267,0.094,0.094,0.087,7.414,96.567,5.612,143.753,0,5.625,5.629,NA,24
"5/25/2022 8:38:45 AM",4.017,29.344,50.011,78.876,71994.8,1033.284,33.267,0.094,0.094,0.102,7.417,96.609,5.614,149.02,0,5.628,5.631,NA,24
"5/25/2022 8:38:45 AM",4.071,29.345,50.008,78.872,71991.5,1033.282,33.264,0.094,0.094,0.073,7.422,96.622,5.615,154.882,0,5.628,5.632,NA,24
"5/25/2022 8:38:45 AM",4.151,29.344,50.006,78.869,71988.9,1033.281,33.263,0.101,0.101,0.058,7.421,96.709,5.62,155.647,0,5.633,5.637,NA,24
"5/25/2022 8:38:45 AM",4.224,29.345,50.004,78.867,71986.7,1033.28,33.262,0.101,0.101,0.073,7.422,96.574,5.612,153.268,0,5.626,5.629,NA,24
"5/25/2022 8:38:45 AM",4.307,29.344,50.007,78.87,71990.2,1033.282,33.264,0.101,0.101,0.073,7.423,96.513,5.609,146.981,0,5.622,5.626,NA,24
"5/25/2022 8:38:46 AM",4.42,29.344,50.007,78.871,71990.4,1033.283,33.264,0.101,0.101,0.058,7.424,96.502,5.608,140.609,0,5.622,5.625,NA,24
"5/25/2022 8:38:46 AM",4.556,29.344,50.009,78.874,71993.3,1033.285,33.265,0.062,0.062,0.029,7.421,96.632,5.615,127.61,0,5.629,5.632,NA,24
"5/25/2022 8:38:46 AM",4.798,29.345,50.008,78.873,71991.5,1033.284,33.264,0.031,0.031,0,7.423,96.553,5.611,99.488,0,5.624,5.627,NA,24
"5/25/2022 8:38:46 AM",4.952,29.345,49.994,78.855,71974.8,1033.275,33.254,0.016,0.016,0,7.424,96.727,5.621,79.948,0,5.635,5.638,NA,24
"5/25/2022 8:38:46 AM",5.09,29.345,49.997,78.859,71978,1033.278,33.256,0.101,0.101,0.102,7.425,96.636,5.616,71.876,0,5.629,5.632,NA,24
"5/25/2022 8:38:47 AM",5.21,29.345,49.996,78.858,71977,1033.277,33.255,0.164,0.164,0.277,7.425,96.538,5.61,99.573,0,5.624,5.627,NA,24
"5/25/2022 8:38:47 AM",5.243,29.346,49.996,78.858,71976.8,1033.277,33.255,0.109,0.109,0.146,7.425,96.545,5.611,138.145,0,5.624,5.628,NA,24
"5/25/2022 8:38:47 AM",5.149,29.345,49.993,78.853,71973.7,1033.275,33.253,0.078,0.078,0.029,7.422,96.585,5.613,140.609,0,5.626,5.63,NA,24
"5/25/2022 8:38:47 AM",5.062,29.344,49.993,78.852,71973.8,1033.275,33.254,0.062,0.062,0.073,7.42,96.666,5.617,140.439,0,5.631,5.634,NA,24
"5/25/2022 8:38:47 AM",4.963,29.344,49.991,78.848,71970.8,1033.273,33.252,0.07,0.07,0.044,7.422,96.724,5.621,143.073,0,5.634,5.638,NA,24
