"Date","Depth..m.","Temp...degC.","Sal.","Cond...mS.cm.","EC25..µS.cm.","Density..kg.m3.","SigmaT","Chl.Flu...ppb.","Chl.a..µg.l.","Turb...FTU.","pH","DO....","Weiss.DO..mg.l.","Quant...µmol..m2.s..","Mark","G.G.DO..mg.l.","B.K.DO..mg.l.","X","Station"
"5/25/2022 5:41:52 AM",1.82,29.469,50.663,79.948,72791.5,1033.724,33.717,0.133,0.133,0.102,6.812,97.325,5.604,0,0,5.617,5.621,NA,20
"5/25/2022 5:41:53 AM",1.767,29.468,50.666,79.952,72796.1,1033.727,33.72,0.125,0.125,0.073,6.815,97.333,5.604,0,0,5.617,5.621,NA,20
"5/25/2022 5:41:53 AM",1.705,29.466,50.665,79.947,72794.3,1033.726,33.719,0.125,0.125,0.073,6.818,97.354,5.606,0,0,5.619,5.622,NA,20
"5/25/2022 5:41:53 AM",1.653,29.467,50.663,79.945,72791.8,1033.725,33.718,0.14,0.14,0.087,6.818,97.31,5.604,0,0,5.616,5.62,NA,20
"5/25/2022 5:41:53 AM",1.609,29.466,50.663,79.943,72791.7,1033.725,33.718,0.133,0.133,0.073,6.817,97.319,5.604,0,0,5.617,5.62,NA,20
"5/25/2022 5:41:53 AM",1.564,29.465,50.661,79.94,72789.5,1033.723,33.716,0.133,0.133,0.058,6.817,97.321,5.604,0,0,5.617,5.621,NA,20
"5/25/2022 5:41:54 AM",1.581,29.468,50.658,79.941,72785.9,1033.72,33.714,0.133,0.133,0.073,6.821,97.235,5.6,0,0,5.612,5.616,NA,20
"5/25/2022 5:41:54 AM",1.614,29.469,50.657,79.94,72784.1,1033.719,33.712,0.133,0.133,0.058,6.821,97.344,5.606,0,0,5.619,5.623,NA,20
"5/25/2022 5:41:54 AM",1.658,29.468,50.651,79.931,72777.5,1033.715,33.708,0.125,0.125,0.073,6.824,97.303,5.604,0,0,5.616,5.62,NA,20
"5/25/2022 5:41:54 AM",1.747,29.472,50.657,79.945,72784.5,1033.719,33.712,0.125,0.125,0.058,6.829,97.329,5.604,0,0,5.617,5.621,NA,20
"5/25/2022 5:41:54 AM",1.799,29.473,50.661,79.951,72788.6,1033.721,33.714,0.133,0.133,0.087,6.831,97.311,5.604,0,0,5.617,5.62,NA,20
"5/25/2022 5:41:55 AM",1.828,29.471,50.656,79.942,72782.6,1033.718,33.711,0.125,0.125,0.102,6.833,97.306,5.603,0,0,5.616,5.62,NA,20
"5/25/2022 5:41:55 AM",1.856,29.47,50.654,79.939,72780.8,1033.718,33.71,0.172,0.172,0.102,6.833,97.286,5.602,0,0,5.615,5.619,NA,20
"5/25/2022 5:41:55 AM",1.908,29.47,50.653,79.936,72779.7,1033.717,33.709,0.133,0.133,0.087,6.837,97.276,5.602,0,0,5.615,5.618,NA,20
"5/25/2022 5:41:55 AM",1.943,29.47,50.652,79.934,72777.6,1033.716,33.708,0.133,0.133,0.073,6.838,97.288,5.603,0,0,5.616,5.619,NA,20
"5/25/2022 5:41:55 AM",1.974,29.465,50.636,79.907,72759.2,1033.706,33.698,0.125,0.125,0.058,6.841,97.204,5.599,0,0,5.612,5.615,NA,20
"5/25/2022 5:41:56 AM",1.983,29.466,50.633,79.903,72754.6,1033.703,33.695,0.117,0.117,0.073,6.846,97.324,5.605,0,0,5.618,5.622,NA,20
"5/25/2022 5:41:56 AM",1.979,29.467,50.632,79.903,72753,1033.702,33.694,0.148,0.148,0.102,6.849,97.329,5.606,0,0,5.619,5.622,NA,20
"5/25/2022 5:41:56 AM",1.962,29.468,50.627,79.898,72747.4,1033.698,33.69,0.133,0.133,0.102,6.85,97.306,5.604,0,0,5.617,5.621,NA,20
"5/25/2022 5:41:56 AM",1.938,29.467,50.626,79.894,72746,1033.698,33.69,0.109,0.109,0.073,6.851,97.223,5.6,0,0,5.613,5.616,NA,20
"5/25/2022 5:41:56 AM",1.905,29.466,50.622,79.888,72741.3,1033.695,33.687,0.117,0.117,0.073,6.855,97.228,5.6,0,0,5.613,5.616,NA,20
"5/25/2022 5:41:57 AM",1.868,29.466,50.624,79.89,72743.1,1033.696,33.688,0.125,0.125,0.102,6.857,97.213,5.599,0,0,5.612,5.615,NA,20
"5/25/2022 5:41:57 AM",1.778,29.467,50.62,79.886,72738.5,1033.693,33.685,0.133,0.133,0.058,6.848,97.277,5.603,0,0,5.616,5.619,NA,20
"5/25/2022 5:41:57 AM",1.708,29.467,50.611,79.876,72727.7,1033.686,33.678,0.125,0.125,0.073,6.851,97.358,5.608,0,0,5.62,5.624,NA,20
"5/25/2022 5:41:57 AM",1.649,29.467,50.607,79.87,72722.7,1033.682,33.675,0.125,0.125,0.058,6.854,97.352,5.607,0,0,5.62,5.624,NA,20
"5/25/2022 5:41:58 AM",1.597,29.467,50.606,79.868,72721.2,1033.681,33.674,0.133,0.133,0.073,6.858,97.246,5.601,0,0,5.614,5.618,NA,20
"5/25/2022 5:41:58 AM",1.571,29.467,50.606,79.867,72721.3,1033.681,33.675,0.125,0.125,0.044,6.86,97.261,5.603,0,0,5.616,5.619,NA,20
"5/25/2022 5:41:58 AM",1.569,29.465,50.596,79.852,72709.1,1033.674,33.668,0.117,0.117,0.073,6.865,97.26,5.603,0,0,5.616,5.619,NA,20
"5/25/2022 5:41:58 AM",1.573,29.465,50.593,79.847,72705.1,1033.672,33.665,0.133,0.133,0.102,6.867,97.267,5.603,0,0,5.616,5.62,NA,20
"5/25/2022 5:41:58 AM",1.581,29.463,50.592,79.843,72703.5,1033.671,33.665,0.14,0.14,0.087,6.869,97.314,5.606,0,0,5.619,5.623,NA,20
"5/25/2022 5:41:59 AM",1.58,29.464,50.592,79.844,72704,1033.672,33.665,0.148,0.148,0.087,6.87,97.309,5.606,0,0,5.618,5.622,NA,20
"5/25/2022 5:41:59 AM",1.606,29.465,50.587,79.839,72697.4,1033.667,33.66,0.133,0.133,0.102,6.878,97.334,5.607,0,0,5.62,5.624,NA,20
"5/25/2022 5:41:59 AM",1.63,29.465,50.585,79.837,72695.1,1033.666,33.659,0.133,0.133,0.073,6.878,97.389,5.61,0,0,5.623,5.627,NA,20
"5/25/2022 5:41:59 AM",1.663,29.465,50.583,79.833,72692,1033.664,33.657,0.172,0.172,0.087,6.875,97.303,5.606,0,0,5.619,5.622,NA,20
"5/25/2022 5:41:59 AM",1.689,29.464,50.581,79.829,72689.7,1033.663,33.656,0.133,0.133,0.073,6.876,97.259,5.603,0,0,5.616,5.62,NA,20
"5/25/2022 5:42:00 AM",1.738,29.463,50.576,79.821,72683.8,1033.66,33.653,0.148,0.148,0.116,6.88,97.289,5.605,0,0,5.618,5.621,NA,20
"5/25/2022 5:42:00 AM",1.731,29.463,50.574,79.819,72682.1,1033.659,33.652,0.14,0.14,0.131,6.884,97.218,5.601,0,0,5.614,5.618,NA,20
"5/25/2022 5:42:00 AM",1.679,29.463,50.546,79.779,72647,1033.638,33.63,0.164,0.164,0.102,6.887,97.373,5.61,0,0,5.623,5.627,NA,20
"5/25/2022 5:42:00 AM",1.637,29.461,50.531,79.757,72628.8,1033.627,33.62,0.148,0.148,0.087,6.891,97.315,5.608,0,0,5.621,5.624,NA,20
"5/25/2022 5:42:00 AM",1.601,29.458,50.528,79.747,72624.5,1033.625,33.618,0.14,0.14,0.102,6.895,97.38,5.612,0,0,5.625,5.628,NA,20
"5/25/2022 5:42:01 AM",1.562,29.45,50.525,79.732,72622.6,1033.626,33.619,0.133,0.133,0.102,6.897,97.36,5.611,0,0,5.624,5.628,NA,20
"5/25/2022 5:42:01 AM",1.508,29.447,50.524,79.727,72621.4,1033.626,33.619,0.14,0.14,0.102,6.899,97.343,5.61,0,0,5.623,5.627,NA,20
"5/25/2022 5:42:01 AM",1.418,29.443,50.528,79.726,72626.8,1033.63,33.624,0.179,0.179,0.131,6.902,97.193,5.601,0,0,5.614,5.618,NA,20
"5/25/2022 5:42:01 AM",1.3,29.441,50.526,79.72,72624.2,1033.628,33.623,0.179,0.179,0.058,6.903,97.288,5.607,0,0,5.62,5.624,NA,20
