"Date","Depth..m.","Temp...degC.","Sal.","Cond...mS.cm.","EC25..µS.cm.","Density..kg.m3.","SigmaT","Chl.Flu...ppb.","Chl.a..µg.l.","Turb...FTU.","pH","DO....","Weiss.DO..mg.l.","Quant...µmol..m2.s..","Mark","G.G.DO..mg.l.","B.K.DO..mg.l.","X","Station"
"5/23/2022 4:32:55 PM",0.899,30.218,51.645,82.405,73919.5,1034.197,34.193,0.211,0.211,0.248,8.942,96.609,5.474,159.13,0,5.486,5.49,NA,44
"5/23/2022 4:32:56 PM",0.975,30.218,52.406,83.454,74860.3,1034.773,34.769,0.203,0.203,0.189,8.942,96.649,5.454,166.862,0,5.466,5.47,NA,44
"5/23/2022 4:32:56 PM",1.038,30.218,52.407,83.456,74861.8,1034.775,34.77,0.125,0.125,0.218,8.943,96.506,5.446,165.587,0,5.458,5.461,NA,44
"5/23/2022 4:32:56 PM",1.067,30.217,52.41,83.459,74865.7,1034.777,34.773,0.234,0.234,0.204,8.942,96.529,5.447,157.601,0,5.459,5.462,NA,44
"5/23/2022 4:32:56 PM",1.166,30.216,52.42,83.471,74877.8,1034.785,34.78,0.101,0.101,0.175,8.942,96.566,5.449,144.602,0,5.46,5.464,NA,44
"5/23/2022 4:32:56 PM",1.267,30.217,52.423,83.477,74881.6,1034.788,34.782,0.086,0.086,0.146,8.943,96.517,5.447,151.314,0,5.458,5.462,NA,44
"5/23/2022 4:32:57 PM",1.342,30.218,52.422,83.476,74880.6,1034.787,34.782,0.125,0.125,0.116,8.938,96.601,5.451,150.634,0,5.463,5.467,NA,44
"5/23/2022 4:32:57 PM",1.394,30.217,52.423,83.475,74880.9,1034.788,34.782,0.187,0.187,0.204,8.934,96.658,5.454,141.799,0,5.466,5.47,NA,44
"5/23/2022 4:32:57 PM",1.423,30.217,52.426,83.479,74884.7,1034.791,34.785,0.273,0.273,0.175,8.93,96.627,5.453,141.969,0,5.464,5.468,NA,44
"5/23/2022 4:32:57 PM",1.437,30.217,52.422,83.475,74880.8,1034.788,34.782,0.164,0.164,0.116,8.929,96.734,5.459,152.334,0,5.47,5.474,NA,44
"5/23/2022 4:32:57 PM",1.43,30.216,52.427,83.479,74885.9,1034.792,34.785,0.117,0.117,0.102,8.928,96.603,5.451,130.924,0,5.463,5.467,NA,44
