"Date","Depth..m.","Temp...degC.","Sal.","Cond...mS.cm.","EC25..µS.cm.","Density..kg.m3.","SigmaT","Chl.Flu...ppb.","Chl.a..µg.l.","Turb...FTU.","pH","DO....","Weiss.DO..mg.l.","Quant...µmol..m2.s..","Mark","G.G.DO..mg.l.","B.K.DO..mg.l.","X","Station"
"5/26/2022 11:26:48 AM",0.19,29.498,49.047,77.77,70767.7,1032.483,32.482,0.125,0.125,0.233,7.787,96.257,5.56,1226.061,0,5.573,5.576,NA,31
"5/26/2022 11:26:48 AM",0.169,29.498,49.046,77.77,70766.7,1032.482,32.481,0,0,0,7.79,96.184,5.556,1447.892,0,5.569,5.572,NA,31
"5/26/2022 11:26:48 AM",0.15,29.499,49.045,77.77,70765.4,1032.481,32.48,0,0,0,7.794,96.287,5.562,1700.818,0,5.575,5.578,NA,31
"5/26/2022 11:26:48 AM",0.118,29.499,49.048,77.774,70769.1,1032.483,32.483,0.109,0.109,0.175,7.798,96.224,5.558,1357.834,0,5.571,5.574,NA,31
"5/26/2022 11:26:49 AM",0.04,29.499,49.05,77.778,70772.3,1032.485,32.484,0,0,0,7.808,96.161,5.554,1530.133,0,5.567,5.57,NA,31
"5/26/2022 11:26:49 AM",0,29.498,49.053,77.779,70775.1,1032.486,32.486,0.117,0.117,0.262,7.814,96.103,5.55,1596.063,0,5.563,5.566,NA,31
"5/26/2022 11:26:49 AM",0,29.498,49.054,77.781,70776.7,1032.487,32.487,0.016,0.016,0.029,7.819,96.268,5.56,1600.311,0,5.573,5.576,NA,31
"5/26/2022 11:26:49 AM",0,29.497,49.058,77.785,70781.9,1032.49,32.491,0,0,0,7.824,96.24,5.559,1697.08,0,5.572,5.575,NA,31
"5/26/2022 11:26:49 AM",0,29.495,49.062,77.787,70787.3,1032.494,32.495,0.117,0.117,0.218,7.827,96.125,5.552,1854.002,0,5.565,5.568,NA,31
"5/26/2022 11:26:50 AM",0,29.494,49.061,77.784,70785.6,1032.494,32.494,0.023,0.023,0.015,7.822,96.123,5.552,1936.753,0,5.565,5.568,NA,31
"5/26/2022 11:26:50 AM",0,29.493,49.063,77.786,70788.2,1032.496,32.496,0,0,0,7.822,96.24,5.56,1990.193,0,5.572,5.576,NA,31
"5/26/2022 11:26:50 AM",0,29.493,49.064,77.788,70790,1032.497,32.497,0.133,0.133,0.32,7.823,96.164,5.555,1979.573,0,5.568,5.571,NA,31
"5/26/2022 11:26:50 AM",0.045,29.493,49.066,77.79,70792,1032.498,32.498,0.148,0.148,0.335,7.825,96.266,5.561,1945.334,0,5.574,5.577,NA,31
"5/26/2022 11:26:50 AM",0.106,29.494,49.067,77.793,70794,1032.5,32.499,0.117,0.117,0.248,7.819,96.256,5.56,1523.252,0,5.573,5.576,NA,31
"5/26/2022 11:26:51 AM",0.2,29.493,49.066,77.791,70793.2,1032.5,32.499,0.117,0.117,0.277,7.807,96.285,5.561,1445.258,0,5.574,5.577,NA,31
